,ax,ay,az,gx,gy,gz,mx,my,mz
11:05:36:18,1.5900269,-0.41838074,7.917877,-0.05256653,0.07713318,-0.17524719,19.500732,-19.650269,-259.05
11:05:36:19,1.2931366,-0.58836365,7.7838135,-0.06854248,0.08885193,-0.20933533,,,
11:05:36:20,1.1375122,-0.61709595,7.7478943,-0.069610596,0.07926941,-0.22319031,,,
11:05:36:21,0.7137451,-0.56681824,7.5635376,-0.07388306,0.010025024,-0.25195312,20.100403,-19.050598,-258.45032
11:05:36:22,0.33546448,-0.46147156,7.597061,-0.079208374,-0.052825928,-0.2498169,,,
11:05:36:23,0.09364319,-0.348938,7.7885895,-0.07814026,-0.11781311,-0.20933533,19.500732,-20.100403,-260.0998
11:05:36:24,0.15110779,-0.34654236,8.059143,-0.048309326,-0.17852783,-0.13902283,21.299744,-19.500732,-259.95026
11:05:36:25,0.34503174,-0.2795105,8.176453,0.02519226,-0.20515442,-0.07298279,,,
11:05:36:26,0.5150299,-0.21247864,8.011261,0.12319946,-0.20089722,-0.033569336,20.249939,-18.15033,-260.85052
11:05:36:27,0.5485382,-0.11431885,7.8795776,0.16900635,-0.19450378,-0.022918701,,,
11:05:36:28,1.0202026,0.15383911,6.9266815,,,,,,
11:05:36:29,1.1590576,0.21609497,6.771057,0.22865295,-0.23391724,-0.061264038,20.550537,-19.050598,-260.24933
11:05:36:30,1.3745422,0.36213684,6.3616486,0.13491821,-0.2275238,-0.13157654,19.050598,-20.249939,-261.00006
11:05:36:32,1.0992126,0.5752106,6.263489,-0.2230072,-0.15934753,-0.3052063,20.550537,-19.799805,-259.50012
11:05:36:33,0.9531555,0.615921,6.4645996,-0.33380127,-0.15296936,-0.34143066,,,
11:05:36:34,0.4695282,0.63746643,7.8508453,-0.6182251,-0.17320251,-0.3989563,19.34967,-19.050598,-259.95026
11:05:36:35,0.42404175,0.6063385,8.870773,-0.7066498,-0.17320251,-0.38830566,,,
11:05:36:36,0.42404175,0.59198,9.25145,-0.7215576,-0.15296936,-0.3787079,,,
11:05:36:37,0.45277405,0.63027954,10.453339,-0.6832123,-0.13697815,-0.34994507,20.249939,-20.100403,-260.4004
11:05:36:38,0.36657715,0.8194275,10.936966,-0.5926666,-0.12632751,-0.33396912,18.75,-20.100403,-259.64966
11:05:36:39,0.3378601,1.0301208,11.312866,-0.47868347,-0.105026245,-0.31799316,,,
11:05:36:40,0.16786194,1.2001038,11.576218,-0.37535095,-0.07519531,-0.3052063,18.75,-20.100403,-260.85052
11:05:36:41,-0.07873535,1.2982635,11.808456,-0.29013062,-0.02619934,-0.2817688,,,
11:05:36:42,-0.26309204,1.228836,11.8563385,-0.2102356,0.045181274,-0.23809814,,,
11:05:36:43,-0.32055664,1.1689758,11.796494,-0.14524841,0.14530945,-0.18270874,17.250061,-18.15033,-259.05
11:05:36:44,-0.34210205,1.0133514,11.753387,-0.08239746,0.23266602,-0.11665344,17.849731,-17.700195,-261.00006
11:05:36:45,-0.3373108,1.0013885,11.731842,-0.05683899,0.26461792,-0.08149719,,,
11:05:36:46,-0.22956848,1.0564575,11.513977,0.040100098,0.29763794,0.041000366,21.000671,-17.849731,-260.0998
11:05:36:47,,,,0.07418823,0.2869873,0.083618164,,,
11:05:36:48,0.17025757,1.0540619,11.339203,0.15621948,0.16023254,0.18055725,19.500732,-18.15033,-260.85052
11:05:36:49,0.40249634,1.0827942,11.317657,0.18817139,0.03453064,0.2050476,,,
11:05:36:50,0.7041626,1.1306763,11.303284,0.19563293,-0.069869995,0.20292664,20.100403,-18.75,-261.00006
11:05:36:51,0.8669739,1.046875,11.4804535,0.16900635,-0.15296936,0.1730957,,,
11:05:36:53,1.1016083,0.7404175,12.191528,0.09762573,-0.1210022,0.0665741,19.34967,-18.75,-261.30066
11:05:36:54,1.0872345,0.6207123,12.210693,0.08590698,-0.07733154,0.041000366,,,
11:05:36:55,0.94358826,0.26158142,12.222656,0.045440674,0.09098816,-0.035705566,19.200134,-19.34967,-260.0998
11:05:36:56,0.49108887,0.16819763,12.234634,0.006011963,0.17088318,-0.08683777,20.550537,-17.700195,-259.50012
11:05:36:57,,,,-0.018478394,0.18260193,-0.10920715,,,
11:05:36:58,-0.026062012,0.14904785,12.55545,-0.08879089,0.16235352,-0.16566467,18.600464,-18.75,-261.30066
11:05:36:59,-0.30618286,0.0460968,12.818817,-0.12181091,0.12826538,-0.18696594,,,
11:05:36:60,-0.5791321,-0.16220093,12.979233,-0.15270996,0.113357544,-0.20187378,,,
11:05:36:61,-0.92149353,-0.37287903,13.228226,-0.18786621,0.10696411,-0.21253967,20.84961,-17.250061,-261.30066
11:05:36:62,-1.4841309,-0.6075134,13.553833,-0.20491028,0.089920044,-0.19015503,20.700073,-18.600464,-262.35046
11:05:36:63,-1.9342499,-0.8206024,13.95845,-0.17933655,0.08139038,-0.11453247,,,
11:05:36:64,-2.2023926,-1.1629791,14.317581,-0.093048096,0.08778381,0.010101318,20.84961,-18.75,-261.30066
11:05:36:65,-2.2335205,-1.52211,14.384628,0.059280396,0.13146973,0.16563416,,,
11:05:36:66,-2.188034,-1.6968842,14.264908,0.1572876,0.1762085,0.24446106,,,
11:05:36:67,-1.7905884,-2.0177002,13.187515,0.49923706,0.34877014,0.47988892,20.249939,-19.650269,-261.59973
11:05:36:68,-1.2638702,-1.9075623,12.174774,0.61428833,0.408432,0.55126953,,,
11:05:36:69,-1.022049,-1.8285675,11.547501,0.81455994,0.5053711,0.66204834,,,
11:05:36:70,-0.25590515,-1.4837952,9.014435,0.9839325,0.535202,0.7217102,22.200012,-19.34967,-261.59973
11:05:36:71,-0.18408203,-1.4502716,8.466156,0.9839325,0.5075073,0.7206421,20.550537,-19.500732,-264.30054
11:05:36:73,0.04336548,-1.1438141,7.0200653,0.74638367,0.36476135,0.6471405,22.799683,-19.050598,-264.75067
11:05:36:74,0.009841919,-1.095932,6.931473,0.6590271,0.32214355,0.625824,,,
11:05:36:75,-0.09550476,-1.0600281,7.0727234,0.40016174,0.18260193,0.562973,21.44928,-19.650269,-264.14948
11:05:36:76,-0.16493225,-1.0456543,7.221176,0.25422668,0.08352661,0.5214386,,,
11:05:36:77,-0.4091339,-1.0265045,8.087875,0.11894226,-0.079452515,0.48947144,,,
11:05:36:78,-0.5240631,-1.0791779,8.64093,0.10508728,-0.16255188,0.48947144,23.249817,-21.150208,-265.95
11:05:36:79,-0.56715393,-1.1318512,8.909088,,,,21.44928,-21.150208,-263.40027
11:05:36:80,-0.6030731,-1.3664856,9.533966,0.17539978,-0.2232666,0.50546265,,,
11:05:36:81,,,,0.21907043,-0.23391724,0.5118408,22.50061,-19.650269,-264.45007
11:05:36:82,-0.28463745,-1.7160339,9.591431,0.4779358,-0.095443726,0.58428955,22.349548,-19.799805,-265.04974
11:05:36:83,-0.22717285,-1.6896973,9.318497,0.54397583,-0.021942139,0.5991974,,,
11:05:36:84,-0.21760559,-1.447876,8.133362,0.6036377,0.06222534,0.61091614,,,
11:05:36:85,-0.13859558,-1.1414185,7.3145447,0.6920471,0.22946167,0.6290283,25.050354,-21.749878,-266.54968
11:05:36:86,0.009841919,-0.92355347,6.6465607,0.6537018,0.23905945,0.60772705,22.050476,-21.299744,-263.5498
11:05:36:87,0.07209778,-0.88523865,6.12941,0.5567627,0.24331665,0.5736389,,,
11:05:36:89,0.19659424,-0.55244446,5.8636627,0.30429077,0.13465881,0.48628235,23.849487,-22.050476,-263.99994
11:05:36:91,0.21334839,-0.35612488,6.6848755,0.108291626,-0.107162476,0.39253235,23.699951,-23.10028,-264.9002
11:05:36:92,0.22293091,-0.38246155,6.924286,0.08378601,-0.16148376,0.3733673,,,
11:05:36:93,0.26123047,-0.3992157,7.49411,,,,,,
11:05:36:94,0.34503174,-0.25317383,8.135757,0.06460571,-0.34577942,0.29240417,21.600342,-22.799683,-265.04974
11:05:36:95,,,,,,,24.150085,-22.650146,-264.9002
11:05:36:96,0.31629944,-0.10473633,8.961761,0.07418823,-0.33618164,0.24873352,,,
11:05:36:97,0.36418152,-0.08079529,9.146103,0.07632446,-0.30848694,0.22955322,21.749878,-23.849487,-265.19928
11:05:36:98,0.27560425,0.04849243,9.431015,0.11148071,-0.1870575,0.19332886,,,
11:05:36:99,0.30433655,0.10835266,9.526794,0.14024353,-0.118881226,0.18055725,22.799683,-23.550415,-265.80048
11:05:37:01,0.7113495,0.15383911,9.519608,0.18284607,-0.08477783,0.13900757,22.50061,-23.399353,-265.19928
11:05:37:02,0.8549957,0.18017578,9.29216,0.16261292,-0.05708313,0.085739136,,,
11:05:37:03,0.90766907,0.21609497,9.414261,0.108291626,-0.06668091,0.018630981,22.050476,-24.299622,-265.80048
11:05:37:04,0.9124603,0.20651245,9.45256,0.07418823,-0.072006226,-0.013320923,,,
11:05:37:05,0.720932,0.017364502,9.668045,-0.0035705566,-0.048568726,-0.078308105,22.950745,-23.399353,-266.70074
11:05:37:06,0.5988159,-0.24360657,9.993652,-0.13352966,-0.05708313,-0.15820312,,,
11:05:37:07,0.70176697,-0.44232178,10.316879,-0.17294312,-0.07093811,-0.17098999,,,
11:05:37:08,0.67303467,-0.58836365,10.549118,-0.25177002,-0.056030273,-0.18589783,21.600342,-24.299622,-266.85028
11:05:37:09,0.720932,-0.5500641,10.723892,-0.2922516,-0.062408447,-0.18589783,21.749878,-24.150085,-265.6494
11:05:37:10,0.6443176,-0.39204407,10.908249,-0.31889343,-0.08584595,-0.18482971,,,
11:05:37:12,0.562912,-0.19570923,11.178787,-0.34231567,-0.15829468,-0.18482971,21.299744,-24.299622,-265.80048
11:05:37:13,0.7927551,-0.33218384,11.332016,-0.34765625,-0.23712158,-0.19015503,21.749878,-22.650146,-266.40015
11:05:37:14,1.230896,-0.6434326,11.439758,-0.35510254,-0.278656,-0.20933533,,,
11:05:37:15,,,,,,,22.200012,-23.399353,-265.6494
11:05:37:16,1.3841248,-0.34176636,11.181183,-0.45204163,-0.1401825,-0.31906128,,,
11:05:37:17,1.2859497,-0.17416382,11.173996,-0.4978485,-0.12207031,-0.35954285,21.749878,-24.899292,-265.95
11:05:37:18,0.87176514,0.06524658,11.52594,-0.6512451,-0.13272095,-0.48950195,,,
11:05:37:19,0.55093384,-0.04727173,12.026337,-0.7247467,-0.13804626,-0.56407166,21.600342,-22.799683,-266.54968
11:05:37:21,-0.45224,-0.4734497,12.986404,-0.73327637,-0.06668091,-0.61520386,22.050476,-22.799683,-265.35034
11:05:37:22,-0.7012329,-0.5213318,13.149216,-0.70025635,-0.032592773,-0.5981598,,,
11:05:37:23,-1.20401,-0.82299805,13.307236,-0.55537415,0.066482544,-0.4724579,21.44928,-21.600342,-264.9002
11:05:37:24,-1.1848602,-1.0863647,13.010345,-0.4094391,0.16981506,-0.34036255,,,
11:05:37:25,-0.9454346,-1.3569031,12.409409,-0.25497437,0.28912354,-0.20401001,22.349548,-22.50061,-266.54968
11:05:37:26,-0.6222229,-1.4047852,11.549881,-0.12606812,0.38180542,-0.060195923,,,
11:05:37:28,0.40489197,-0.94989014,10.110977,0.03691101,0.39564514,0.17202759,20.84961,-22.799683,-266.54968
11:05:37:29,0.7640228,-0.83496094,9.780579,0.0635376,0.36369324,0.20185852,22.050476,-22.799683,-266.09955
11:05:37:31,1.74086,-0.20768738,8.796555,0.1104126,0.11442566,0.16137695,22.349548,-23.249817,-266.54968
11:05:37:32,1.8533783,0.05088806,8.638535,0.10189819,-0.0016937256,0.099594116,,,
11:05:37:34,1.795929,0.08441162,8.648117,0.073135376,-0.19664001,-0.036758423,22.349548,-23.249817,-266.54968
11:05:37:35,1.7935333,0.05328369,8.865982,0.06248474,-0.23924255,-0.101745605,22.950745,-23.399353,-265.95
11:05:37:37,1.2955322,0.019760132,8.760635,0.0635376,-0.15829468,-0.22531128,22.050476,-24.00055,-266.09955
11:05:37:38,1.0896301,0.012573242,8.698395,0.061416626,-0.1210022,-0.24449158,,,
11:05:37:39,0.83584595,6.1035156E-4,8.540375,0.05076599,-0.030456543,-0.27005005,20.84961,-23.550415,-267.3004
11:05:37:40,0.6347351,0.017364502,8.142944,0.015609741,0.13252258,-0.28923035,,,
11:05:37:41,0.5557251,0.06524658,7.996887,-0.018478394,0.21881104,-0.29029846,22.950745,-24.150085,-264.9002
11:05:37:42,0.45037842,0.18496704,7.9346466,-0.03765869,0.26675415,-0.27537537,,,
11:05:37:43,0.41685486,0.35494995,7.941818,-0.03126526,0.25183105,-0.250885,21.000671,-23.849487,-266.40015
11:05:37:44,0.5054474,0.41960144,7.980133,-0.015289307,0.22413635,-0.23703003,,,
11:05:37:45,0.641922,0.53211975,7.9897156,0.07206726,0.082458496,-0.21572876,22.050476,-25.050354,-266.09955
11:05:37:46,0.70895386,0.56803894,7.877182,0.12852478,-0.018737793,-0.22424316,,,
11:05:37:47,0.74487305,0.5488739,7.5827026,0.15835571,-0.08477783,-0.23170471,21.299744,-23.249817,-264.75067
11:05:37:48,0.7975464,0.5704346,7.3887634,0.14343262,-0.13272095,-0.23384094,,,
11:05:37:49,0.92681885,0.61831665,7.4845276,0.08804321,-0.17852783,-0.23384094,21.44928,-24.899292,-266.40015
11:05:37:50,1.0082245,0.7068939,7.6018524,0.024124146,-0.18492126,-0.25300598,,,
11:05:37:51,0.95077515,0.7930908,7.798172,-0.034454346,-0.1401825,-0.28497314,21.000671,-24.150085,-266.99982
11:05:37:52,0.8549957,0.95111084,7.937042,-0.09837341,-0.102890015,-0.32331848,,,
11:05:37:53,0.6610718,0.9702606,8.099838,-0.16548157,-0.07093811,-0.35954285,21.749878,-25.950623,-267.44995
11:05:37:54,0.3570099,0.92477417,8.3177185,-0.23686218,-0.030456543,-0.37445068,,,
11:05:37:55,0.019424438,0.888855,8.58107,-0.29652405,0.015350342,-0.36061096,20.550537,-25.050354,-265.35034
11:05:37:56,-0.24394226,0.93196106,8.889923,-0.3401947,0.031326294,-0.31266785,,,
11:05:37:57,-0.44744873,0.96307373,9.320892,-0.35191345,-0.003829956,-0.24662781,21.44928,-24.150085,-265.95
11:05:37:58,-0.50491333,1.0396881,9.770996,-0.31782532,-0.03791809,-0.16885376,,,
11:05:37:59,-0.4737854,1.0899658,9.993652,-0.24858093,-0.053894043,-0.087890625,21.44928,-25.950623,-266.40015
11:05:37:60,-0.48814392,1.1043396,10.072662,-0.19212341,-0.0741272,-0.0079956055,,,
11:05:37:61,-0.34210205,1.2096863,10.474884,-0.1399231,-0.12207031,0.0665741,21.44928,-25.950623,-267.75055
11:05:37:62,-0.20323181,1.2551727,10.707123,-0.08239746,-0.1486969,0.13900757,,,
11:05:37:63,-0.0021209717,1.2863007,10.893875,-0.014221191,-0.15083313,0.18588257,20.550537,-24.299622,-264.30054
11:05:37:64,0.2516632,1.3222046,11.059082,0.042236328,-0.17959595,0.21357727,,,
11:05:37:65,0.38334656,1.34375,11.078232,0.08164978,-0.20835876,0.22315979,21.749878,-24.899292,-267.44995
11:05:37:66,0.4767151,1.2982635,11.159637,0.096572876,-0.23286438,0.22209167,,,
11:05:37:67,0.562912,1.3006592,11.202728,0.08164978,-0.25309753,0.21037292,19.799805,-27.000427,-266.54968
11:05:37:68,0.56051636,1.3341827,11.355957,0.051818848,-0.2232666,0.18481445,,,
11:05:37:69,0.53178406,1.3868561,11.552277,0.007080078,-0.18598938,0.1496582,20.550537,-24.299622,-265.35034
11:05:37:70,0.30194092,1.2791138,11.82283,-0.03765869,-0.15402222,0.11343384,,,
11:05:37:71,0.2301178,1.0803986,12.0694275,-0.050445557,-0.12846375,0.087875366,20.550537,-25.050354,-266.85028
11:05:37:72,0.28756714,0.80744934,12.086182,-0.039794922,-0.08477783,0.06976318,,,
11:05:37:73,0.53178406,0.5847931,11.947327,-0.03765869,-0.046432495,0.029281616,20.84961,-25.500488,-265.80048
11:05:37:74,0.5174103,0.6039429,11.791702,-0.07707214,-0.04324341,-0.049545288,,,
11:05:37:75,0.2516632,0.72605896,11.923386,-0.17614746,-0.081588745,-0.13583374,19.94934,-24.450684,-265.19928
11:05:37:76,-0.030853271,0.7332306,12.418976,-0.29971313,-0.11141968,-0.20401001,,,
11:05:37:77,-0.30618286,0.457901,13.144424,-0.4094391,-0.13804626,-0.2498169,19.050598,-25.050354,-266.85028
11:05:37:78,-0.6653137,0.13468933,13.984787,-0.45310974,-0.17001343,-0.27964783,,,
11:05:37:79,-1.1058502,-0.2220459,14.703049,-0.42755127,-0.17745972,-0.27644348,19.799805,-25.500488,-265.35034
11:05:37:80,-1.555954,-0.62905884,15.260895,-0.32847595,-0.17001343,-0.22105408,,,
11:05:37:81,-1.8791809,-0.961853,15.526657,-0.1633606,-0.10183716,-0.113464355,21.000671,-23.10028,-266.70074
11:05:37:82,-2.0443726,-1.3736572,15.337509,0.05076599,0.028137207,0.043136597,,,
11:05:37:83,-1.8672028,-1.6968842,14.561798,0.29470825,0.20497131,0.2284851,18.449402,-25.650024,-265.6494
11:05:37:84,-1.4553986,-1.7806702,13.300049,0.52586365,0.3988495,0.40213013,,,
11:05:37:85,-0.91192627,-1.6896973,11.880295,0.7133484,0.5330658,0.53208923,18.299866,-27.2995,-264.75067
11:05:37:86,-0.40196228,-1.6082916,10.405457,0.8220062,0.5756836,0.61091614,,,
11:05:37:87,-0.04522705,-1.4239349,9.122162,0.8401184,0.5575714,0.6407471,19.200134,-25.650024,-264.9002
11:05:37:88,0.15829468,-1.253952,8.037598,0.7581024,0.4734192,0.625824,,,
11:05:37:89,0.2995453,-1.1055145,7.6138153,0.60575867,0.37008667,0.60240173,19.050598,-27.000427,-265.80048
11:05:37:90,0.4144745,-0.9762268,7.6186066,0.44384766,0.24438477,0.5778961,,,
11:05:37:91,0.52220154,-0.8900299,7.9107056,0.3021698,0.10803223,0.53741455,19.94934,-27.149963,-266.40015
11:05:37:92,0.55093384,-0.961853,8.363205,0.22013855,-0.02406311,0.5075836,,,
11:05:37:93,0.67063904,-1.1007233,8.717545,0.18605042,-0.114608765,0.48947144,20.249939,-26.400757,-265.6494
11:05:37:94,0.7352905,-1.119873,8.961761,0.1849823,-0.15190125,0.45433044,,,
11:05:37:95,0.61798096,-1.0049591,9.11499,0.18284607,-0.13272095,0.40638733,19.050598,-27.000427,-265.04974
11:05:37:96,0.3785553,-0.90200806,9.103012,0.1764679,-0.08798218,0.3584442,,,
11:05:37:97,0.11039734,-0.8876343,9.160477,0.15621948,-0.028320312,0.32435608,19.500732,-28.199768,-264.9002
11:05:37:98,-0.11465454,-1.0073547,9.299332,0.15196228,0.05050659,0.30944824,,,
11:05:37:99,-0.24154663,-1.1438141,9.201172,0.17539978,0.14956665,0.31370544,21.299744,-25.79956,-265.35034
11:05:38:00,-0.2798462,-1.2395935,8.952179,0.20523071,0.24545288,0.33714294,,,
11:05:38:01,-0.2750702,-1.3257751,8.624176,0.24357605,0.31895447,0.3776245,18.449402,-27.450562,-266.70074
11:05:38:02,-0.15055847,-1.2012787,8.166885,0.27978516,0.35516357,0.42662048,,,
11:05:38:03,0.005065918,-1.0121307,7.817322,0.3138733,0.35836792,0.46710205,20.249939,-26.69983,-265.6494
11:05:38:04,0.33067322,-0.8469391,7.391159,0.34158325,0.3093567,0.48628235,,,
11:05:38:05,0.6969757,-0.7391968,6.943451,0.34690857,0.24331665,0.46923828,19.94934,-27.149963,-265.19928
11:05:38:06,0.9531555,-0.6338501,6.747116,0.32453918,0.15916443,0.41703796,,,
11:05:38:07,1.254837,-0.45428467,6.548401,0.27340698,0.08566284,0.33821106,20.249939,-27.900696,-265.95
11:05:38:08,1.2811737,-0.39683533,6.5507965,0.20628357,0.035583496,0.24020386,,,
11:05:38:09,1.0800476,-0.3010559,6.6848755,0.11894226,-0.009155273,0.13900757,18.600464,-29.249573,-266.54968
11:05:38:10,0.8095093,-0.26036072,7.0535736,0.040100098,-0.040039062,0.052719116,,,
11:05:38:11,0.49586487,-0.33937073,7.6353607,-0.014221191,-0.06135559,-0.011199951,20.700073,-28.9505,-265.6494
11:05:38:12,0.16307068,-0.3992157,8.018433,-0.022750854,-0.053894043,-0.038894653,,,
11:05:38:13,-0.04043579,-0.43273926,8.3967285,-0.009963989,-0.011276245,-0.026107788,,,
11:05:38:14,-0.047607422,-0.3776703,8.662476,0.02305603,0.018539429,0.013305664,20.249939,-28.199768,-265.19928
11:05:38:15,0.03138733,-0.21008301,8.775009,0.06248474,0.05050659,0.054855347,,,
11:05:38:16,0.1151886,0.04849243,8.616989,0.092300415,0.06541443,0.07827759,19.050598,-28.799438,-265.80048
11:05:38:17,0.4862976,0.4076233,8.540375,0.08911133,0.051574707,0.087875366,,,
11:05:38:18,0.7065582,0.52015686,8.607407,0.05609131,0.02281189,0.0708313,19.200134,-27.450562,-264.14948
11:05:38:19,0.79515076,0.52493286,8.801346,0.006011963,-0.02406311,0.03353882,,,
11:05:38:20,0.8262634,0.5345154,9.13414,-0.046173096,-0.083724976,-0.021850586,19.799805,-27.000427,-265.35034
11:05:38:21,0.79515076,0.43156433,9.9266205,-0.06854248,-0.13804626,-0.07084656,,,
11:05:38:22,0.7759857,0.40283203,10.324051,-0.07493591,-0.18385315,-0.10707092,17.849731,-28.050232,-264.30054
11:05:38:23,0.79992676,0.36213684,10.479675,-0.069610596,-0.20515442,-0.13157654,,,
11:05:38:24,0.90049744,0.2591858,10.764587,-0.07067871,-0.20515442,-0.15820312,20.700073,-25.950623,-265.95
11:05:38:25,0.9771118,0.18017578,10.845993,-0.08558655,-0.18492126,-0.19122314,,,
11:05:38:26,0.8909149,0.11314392,10.845993,-0.12181091,-0.1359253,-0.23170471,19.34967,-28.050232,-264.30054
11:05:38:27,0.66586304,0.12271118,10.884293,-0.18786621,-0.10609436,-0.26686096,,,
11:05:38:28,0.32588196,0.13948059,11.394272,-0.25816345,-0.105026245,-0.28390503,20.249939,-27.900696,-263.69934
11:05:38:29,0.30433655,0.13708496,11.650436,-0.30397034,-0.12313843,-0.2689972,,,
11:05:38:30,0.45996094,0.0030059814,12.090973,-0.30397034,-0.15402222,-0.24449158,19.050598,-28.799438,-265.35034
11:05:38:31,0.8310547,-0.24121094,12.244202,-0.25071716,-0.18598938,-0.22744751,,,
11:05:38:32,1.2213135,-0.46865845,11.909012,-0.19744873,-0.19877625,-0.24128723,19.799805,-27.749634,-265.35034
11:05:38:33,1.4535522,-0.28909302,11.162033,-0.20809937,-0.20303345,-0.31053162,,,
11:05:38:34,1.4152374,-0.14065552,10.913025,-0.30929565,-0.22433472,-0.41386414,19.799805,-27.749634,-264.75067
11:05:38:35,1.1925812,-0.19570923,11.1716,-0.5021057,-0.24777222,-0.54063416,,,
11:05:38:36,0.9866791,-0.22923279,11.523544,-0.73753357,-0.23712158,-0.67059326,19.34967,-27.749634,-264.30054
11:05:38:37,0.3905182,-0.423172,12.531509,-0.9431305,-0.1870575,-0.7835083,,,
11:05:38:38,-0.42829895,-0.6553955,13.551437,-1.0592499,-0.07519531,-0.84210205,19.799805,-27.749634,-264.30054
11:05:38:39,-1.7355194,-1.1366425,15.057388,-1.0571136,0.059020996,-0.81440735,,,
11:05:38:40,-1.9869232,-1.3497162,15.37822,-0.90904236,0.16235352,-0.6737976,18.449402,-26.69983,-263.69934
11:05:38:41,-2.0443726,-1.7782898,15.464401,-0.62887573,0.24650574,-0.44369507,,,
11:05:38:42,-1.5583496,-2.0727692,14.841919,-0.25709534,0.36688232,-0.18057251,17.100525,-27.000427,-263.99994
11:05:38:43,-0.68208313,-2.135025,13.5394745,0.11680603,0.51283264,0.06550598,,,
11:05:38:44,0.25645447,-1.8117981,12.0143585,0.4129486,0.5607605,0.23487854,20.550537,-27.000427,-263.99994
11:05:38:45,1.4104614,-1.1342468,9.96492,0.5897827,0.49897766,0.3222351,,,
11:05:38:46,2.1143494,-0.6362457,9.007248,0.65156555,0.33067322,0.33927917,18.600464,-27.2995,-264.30054
11:05:38:47,2.4160156,-0.47105408,8.650513,0.6324005,0.15063477,0.2711029,,,
11:05:38:48,2.8445892,-0.15740967,7.860428,0.5567627,0.02067566,0.13687134,19.500732,-26.400757,-262.95013
11:05:38:49,2.820633,-0.16220093,7.711975,0.42892456,-0.067733765,-0.04421997,,,
11:05:38:50,2.5620728,-0.2795105,7.6976166,0.2819214,-0.10183716,-0.23277283,20.100403,-27.2995,-265.35034
11:05:38:51,2.0832214,-0.5045624,7.8819733,0.09976196,-0.044311523,-0.45220947,,,
11:05:38:52,1.4894562,-0.7415924,7.9849243,0.059280396,-0.010223389,-0.5022888,20.100403,-29.55017,-263.99994
11:05:38:53,0.9244385,-0.8182068,8.016052,0.013473511,0.10482788,-0.5651398,,,
11:05:38:54,0.6323395,-0.83735657,7.917877,0.022003174,0.15063477,-0.5512848,20.249939,-29.699707,-264.9002
11:05:38:55,0.54374695,-0.7846832,7.805359,0.03265381,0.1612854,-0.5331726,,,
11:05:38:56,0.37615967,-0.5548401,7.5036926,0.06248474,0.15916443,-0.47459412,19.500732,-28.199768,-262.64954
11:05:38:57,0.39770508,-0.3992157,7.2618713,0.068862915,0.1485138,-0.45755005,,,
11:05:38:58,0.44319153,-0.1598053,7.0128784,0.07632446,0.13040161,-0.4298401,20.84961,-28.500366,-264.30054
11:05:38:59,0.349823,-0.037704468,6.845276,0.05821228,0.082458496,-0.40960693,,,
11:05:38:60,0.31869507,0.05328369,6.826126,0.05076599,0.054763794,-0.40534973,20.249939,-29.400635,-262.95013
11:05:38:61,0.17504883,0.12750244,6.826126,0.03691101,-0.03364563,-0.37765503,,,
11:05:38:62,0.14631653,0.1322937,6.857254,0.035842896,-0.060287476,-0.36486816,20.249939,-30.900574,-263.69934
11:05:38:63,0.20617676,0.14425659,6.850067,0.040100098,-0.15509033,-0.31480408,,,
11:05:38:64,0.35940552,0.22805786,6.7447205,0.028396606,-0.21154785,-0.28497314,20.100403,-29.849243,-263.99994
11:05:38:65,0.52220154,0.35494995,6.658539,-0.009963989,-0.2690735,-0.27537537,,,
