,ax,ay,az,gx,gy,gz,mx,my,mz,a_total,g_total,m_total,lat,long
18:26:12:20,0.7472534,-0.41119385,8.988098,0.029449463,-0.36175537,-0.048477173,56.024932500000006,-49.575042499999995,-261.6745,9.02847571208415,0.3661751696891765,272.15985000164983,44.4349375,26.0476015
18:26:12:21,0.7927551,-0.49020386,8.865982,-0.024871826,-0.29890442,-0.0048065186,56.84967,-49.049377,-261.59973,8.914841406175373,0.29997593677687356,272.1619831998399,44.43493749999999,26.04760161449755
18:26:12:22,1.0632935,-0.38964844,8.921051,-0.08558655,-0.26268005,0.018630981,56.25,-49.3499755,-262.049865,8.992639763636577,0.2768988617924013,272.5254754822286,44.43493749999998,26.047601728995105
18:26:12:23,1.2572327,-0.35133362,9.107803,-0.13459778,-0.23924255,0.013305664,55.65033,-49.650574,-262.5,9.20087739627589,0.2748283115072241,272.88896776461735,44.434937499999975,26.047601843492657
18:26:12:24,1.2739868,-0.3872528,9.194,-0.16015625,-0.21154785,-0.0079956055,55.65033,-49.275206999999995,-262.875365,9.289921587273064,0.2654551693996495,273.1824636343397,44.43493749999997,26.047601957990214
18:26:12:25,1.2931366,-0.40400696,9.29216,-0.16548157,-0.19770813,-0.028244019,55.65033,-48.89984,-263.25073,9.390402619461426,0.259365339409556,273.475959504062,44.43493749999997,26.047602072487766
18:26:12:26,1.5181885,-0.31303406,9.500458,-0.16442871,-0.2147522,-0.048477173,55.1254275,-48.300169999999994,-262.800595,9.626088969774605,0.27478235820222524,272.83015338146606,44.43493749999996,26.04760218698532
18:26:12:27,1.5205841,-0.16459656,9.864365,-0.1356659,-0.2701416,-0.08576965,54.600525,-47.7005,-262.35046,9.982232460024242,0.31422627728198116,272.18434725887016,44.434937499999954,26.047602301482872
18:26:12:28,1.4511566,-0.24360657,10.137314,-0.06854248,-0.38198853,-0.11878967,54.750061,-48.525238,-262.57552999999996,10.243550886936948,0.4058624081075016,272.57801652378345,44.43493749999995,26.047602415980425
18:26:12:29,1.3553925,-0.35612488,10.139709,0.009216309,-0.43418884,-0.13902283,54.899597,-49.349976,-262.8006,10.236093608593674,0.45599587321963564,272.97168578869673,44.43493749999994,26.047602530477977
18:26:12:30,1.254837,-0.4638672,9.907471,0.0635376,-0.44378662,-0.14222717,55.049896000000004,-48.750305499999996,-262.05062999999996,9.997388173500408,0.47033196637161856,272.17259620447885,44.43493749999993,26.04760264497553
18:26:12:31,1.1662445,-0.4351349,9.639313,0.07952881,-0.43951416,-0.13157654,55.200195,-48.150635,-261.30066,9.71935305084383,0.465628515384199,271.373506620261,44.434937499999926,26.047602759473087
18:26:12:32,1.2691956,-0.4447174,9.490875,0.05076599,-0.40756226,-0.111328125,55.4252625,-48.000336000000004,-262.05062999999996,9.585684081094428,0.425532763642241,272.1150683975513,44.43493749999992,26.04760287397064
18:26:12:33,1.3362274,-0.49499512,9.48848,0.0049591064,-0.31062317,-0.10600281,55.65033,-47.850037,-262.8006,9.594882831162376,0.32824981676313475,272.85663017484154,44.43493749999992,26.047602988468192
18:26:12:34,1.309906,-0.45188904,9.464539,-0.053634644,-0.21154785,-0.11026001,56.024933,-48.9753725,-262.425235,9.5654354796752,0.24451265341865097,272.7744948745104,44.43493749999991,26.047603102965745
18:26:12:35,1.1829987,-0.3872528,9.562698,-0.11329651,-0.1486969,-0.11665344,56.399536,-50.100708,-262.04987,9.643373045491579,0.2203517467859597,272.69235957417925,44.434937499999904,26.047603217463298
18:26:12:36,1.0848389,-0.42077637,9.696777,-0.15377808,-0.07307434,-0.12625122,55.3497315,-49.95040899999999,-262.5,9.76634078763549,0.21195973109628724,272.8849141221075,44.4349374999999,26.04760333196085
18:26:12:37,0.7759857,-0.5141449,9.955353,-0.16548157,-0.003829956,-0.12625122,54.299927,-49.80011,-262.95013,9.998777532249106,0.20817826285209326,273.07746867003567,44.43493749999989,26.047603446458403
18:26:12:38,0.5916443,-0.47583008,10.000839,-0.14524841,0.05050659,-0.092163086,54.349772333333334,-49.50002,-263.15002,10.029618035931193,0.1792820422183984,273.2257377707825,44.43493749999988,26.04760356095596
18:26:12:39,0.48869324,-0.34176636,9.895493,-0.114349365,0.06755066,-0.059127808,54.399617666666664,-49.199929999999995,-263.34991,9.913445770300978,0.14537870071376924,273.37400687152933,44.434937499999876,26.047603675453512
18:26:12:40,0.562912,-0.16699219,9.852402,-0.079208374,0.043045044,-0.031433105,54.449463,-48.89984,-263.5498,9.869882546457632,0.09547189332273052,273.52227597227613,44.43493749999987,26.047603789951065
18:26:12:41,0.51023865,-0.08319092,9.684799,-0.044052124,0.014282227,-0.010131836,54.449463,-48.150635,-263.5498,9.698587313600123,0.0474049125905934,273.38932816028426,44.43493749999986,26.047603904448618
