,ax,ay,az,gx,gy,gz,mx,my,mz,a_total,g_total,m_total,lat,long
19:07:58:83,1.0010529,0.30467224,9.512421,0.082717896,-0.03578186,0.014373779,54.30069,-50.775147000000004,-263.549805,9.569800696130825,0.0912644363729227,273.8359022590414,44.43493749999979,26.047605278419258
19:07:58:84,1.0369568,0.39804077,9.555511,0.082717896,-0.07307434,-0.009063721,55.05066,-50.250244,-262.95013,9.61984960021566,0.11074412184611993,273.31014078426,44.43493749999978,26.04760539291681
19:07:58:85,1.0297699,0.4459381,9.632126,0.070999146,-0.06561279,-0.03250122,54.675293499999995,-50.025177,-263.549805,9.697274777784406,0.10199140280338248,273.77133566770533,44.434937499999776,26.047605507414364
19:07:58:86,1.0106201,0.3717041,9.660858,0.059280396,-0.03364563,-0.04208374,54.299927,-49.80011,-264.14948,9.720683835031608,0.08010764595468597,274.2325305511507,44.43493749999977,26.047605621911917
19:07:58:87,0.88612366,0.3214264,9.682404,0.051818848,0.016418457,-0.037826538,54.60001633333333,-50.49998,-263.9495866666667,9.72817954658757,0.06622390592054653,274.22989207801714,44.43493749999976,26.04760573640947
19:07:58:88,0.82865906,0.2591858,9.854797,0.05609131,0.05369568,-0.02078247,54.90010566666667,-51.19985,-263.7496933333333,9.892971092035532,0.08038266086339392,274.2272536048836,44.434937499999755,26.047605850907026
19:07:58:89,0.92681885,0.2591858,10.194763,0.096572876,0.019607544,-0.0005493164,55.200195,-51.89972,-263.5498,10.240086087812248,0.09854480153275778,274.22461513175,44.434937499999755,26.04760596540458
19:07:58:90,0.9459839,0.46987915,10.319275,0.2084198,-0.13272095,-0.021850586,53.700256,-50.100708,-263.25073,10.373191817386244,0.2480546546821605,273.3033942015717,44.43493749999975,26.04760607990213
19:07:58:91,0.78796387,0.60873413,10.233078,0.3330536,-0.35961914,-0.06340027,53.625488000000004,-50.175476,-263.700105,10.281406988128436,0.49423700849225416,273.73535259885057,44.43493749999974,26.047606194399684
19:07:58:92,0.69459534,0.5440979,9.914642,0.42041016,-0.581192,-0.07298279,53.55072,-50.250244,-264.14948,9.953824953217639,0.7210099383028016,274.1673109961294,44.434937499999734,26.047606308897237
19:07:58:93,0.8957062,0.3669281,9.395111,0.42359924,-0.7164917,-0.08576965,53.700255999999996,-50.250244,-263.549805,9.444841794842784,0.8367515193643751,273.61905199611545,44.43493749999973,26.04760642339479
19:07:58:94,0.9244385,0.31903076,9.09343,0.34158325,-0.7292633,-0.08470154,53.849792,-50.250244,-262.95013,9.145864438696236,0.8097397287312905,273.07079299610143,44.43493749999972,26.047606537892342
19:07:58:95,0.81430054,0.43875122,9.0407715,0.20309448,-0.6238098,-0.03463745,53.099823,-51.1497495,-262.95013,9.08796662173162,0.6569518911800261,273.0934455348003,44.43493749999971,26.0476066523899
19:07:58:96,0.85739136,0.5752106,9.241882,0.051818848,-0.42674255,0.044189453,52.349854,-52.049255,-262.95013,9.299374714489089,0.43214245885470315,273.1160980734992,44.434937499999705,26.04760676688745
19:07:58:97,0.9818878,0.54649353,9.344833,-0.08665466,-0.20729065,0.11238098,52.574921,-51.6746525,-262.79983500000003,9.41215504695974,0.25121291436329163,272.9438205866204,44.434937499999705,26.047606881385004
19:07:58:98,1.0489349,0.5560608,9.56749,-0.22940063,-0.04324341,0.15284729,52.799988,-51.30005,-262.64954,9.640867851901852,0.27902855698506757,272.7715430997417,44.4349374999997,26.047606995882557
19:07:58:99,1.1901855,0.6326752,9.940979,-0.3391266,0.09310913,0.16777039,52.950287,-51.525116499999996,-263.77486999999996,10.031943127407885,0.38964479295592924,273.9265560776945,44.43493749999969,26.04760711038011
19:07:59:00,1.3793335,0.6446533,10.407852,-0.39344788,0.21881104,0.14219666,53.100586,-51.750183,-264.9002,10.51862738361461,0.47212222529503056,275.0815690556473,44.434937499999684,26.047607224877662
19:07:59:01,1.4056702,0.64704895,10.790924,-0.37960815,0.3019104,0.0942688,52.799988,-51.450348,-265.12527,10.901312848856332,0.4941040819787087,275.1846763907128,44.43493749999968,26.047607339375215
19:07:59:02,1.3865204,0.6494446,10.802902,-0.3252716,0.35516357,0.050582886,52.49939,-51.150513,-265.35034,10.910861960894259,0.4842534497324659,275.2877837257783,44.43493749999967,26.04760745387277
19:07:59:03,1.1901855,0.67578125,10.620941,-0.2698822,0.4116211,0.017562866,53.099823,-51.9004815,-264.30053499999997,10.708763212796462,0.4925208483954603,274.5350294734015,44.43493749999966,26.047607568370324
19:07:59:04,1.0585022,0.59916687,10.405457,-0.24005127,0.48086548,0.0069122314,53.700256,-52.65045,-263.25073,10.476304845906283,0.5374979079281802,273.7822752210247,44.434937499999656,26.047607682867877
19:07:59:05,0.95077515,0.48902893,10.161255,-0.21875,0.4872589,-0.006942749,54.15039066666667,-52.200316666666666,-263.15053,10.217349257770309,0.534154471939426,273.6898843566235,44.43493749999965,26.04760779736543
19:07:59:06,0.6921997,0.49142456,10.029572,-0.21981812,0.39245605,-0.0037384033,54.60052533333334,-51.75018333333333,-263.05033,10.06543357367358,0.449839674463214,273.5974934922224,44.43493749999965,26.047607911862983
19:07:59:07,0.6610718,0.4650879,9.993652,-0.23899841,0.28059387,0.007980347,55.05066,-51.30005,-262.95013,10.02628560218517,0.36866901931454105,273.5051026278212,44.43493749999964,26.047608026360535
19:07:59:08,0.6275482,0.43395996,9.9266205,-0.2336731,0.21987915,0.027145386,54.524995000000004,-50.325013,-263.625335,9.955899383844068,0.32200439476724774,273.87122547605844,44.434937499999634,26.047608140858088
19:07:59:09,0.8023224,0.41481018,9.7135315,-0.23686218,0.16767883,0.03567505,53.99933,-49.349976,-264.30054,9.755433507562113,0.29239116186544317,274.2373483242957,44.43493749999963,26.047608255355645
19:07:59:10,0.90049744,0.4076233,9.404678,-0.2698822,0.09631348,0.02609253,53.99933,-50.099945500000004,-264.30054,9.456480353589988,0.28773861129217837,274.3742905684062,44.43493749999962,26.047608369853197
19:07:59:11,0.8549957,0.37409973,9.304123,-0.30610657,0.09310913,0.013305664,53.99933,-50.849915,-264.30054,9.350811358065865,0.32023051538072184,274.51123281251665,44.43493749999961,26.04760848435075
19:07:59:12,0.9459839,0.3501587,9.347229,-0.3391266,0.1250763,-0.0016021729,54.4494635,-50.475311500000004,-264.30054,9.401499169424305,0.3614602310175374,274.5316359227377,44.434937499999606,26.047608598848303
19:07:59:13,0.9699249,0.31185913,9.632126,-0.3710785,0.1335907,-0.009063721,54.899597,-50.100708,-264.30054,9.685858852393027,0.39449699533343197,274.5520390329587,44.4349374999996,26.047608713345856
19:07:59:14,0.94358826,0.34059143,10.120544,-0.37960815,0.092041016,-0.002670288,54.899597,-50.100708,-264.30054,10.170141207600576,0.39061621396293533,274.5520390329587,44.4349374999996,26.04760882784341
19:07:59:15,0.7424774,0.38607788,10.841202,-0.30717468,0.049438477,0.014373779,54.899597,-50.100708,-264.30054,10.873453435948491,0.31145955205118164,274.5520390329587,44.43493749999959,26.04760894234096
19:07:59:16,0.6323395,0.45310974,11.612137,-0.14099121,-0.041107178,0.038864136,55.2749635,-49.725342,-263.55057,11.638165121122492,0.15191689322591573,273.8378504948584,44.434937499999585,26.047609056838517
19:07:59:17,0.5341797,0.5273285,12.009567,0.10508728,-0.18492126,0.08999634,55.65033,-49.349976,-262.8006,12.033001405563507,0.23095140188182794,273.1236619567581,44.43493749999958,26.04760917133607
19:07:59:18,0.3570099,0.92237854,12.021545,0.38632202,-0.3159485,0.17521667,54.9751285,-49.424743,-263.10043499999995,12.062163256513134,0.5289319797809727,273.2900155257853,44.43493749999957,26.047609285833623
19:07:59:19,0.5413666,0.6542206,11.691147,0.67607117,-0.28079224,0.28601074,54.299927,-49.49951,-263.40027,11.721945255147242,0.7859507951168025,273.4563690948125,44.43493749999956,26.047609400331176
19:07:59:20,0.49346924,0.3884735,10.992035,0.92214966,-0.19877625,0.3722992,54.750061,-49.424743,-263.700105,11.009961716202897,1.0141393825913763,273.8216289377583,44.434937499999556,26.04760951482873
19:07:59:21,0.428833,0.5057831,10.039139,1.1288147,-0.04324341,0.4511261,55.200195,-49.349976,-263.99994,10.061015164855663,1.216391128521467,274.1868887807041,44.43493749999955,26.04760962932628
19:07:59:22,0.5557251,0.6901398,9.091049,1.2385254,0.1889801,0.45645142,54.5249935,-49.949646,-264.45007,9.134128050926101,1.3334191177050023,274.5953983824237,44.43493749999955,26.047609743823834
19:07:59:23,0.6203613,0.81703186,8.624176,1.249176,0.29763794,0.43515015,53.849792,-50.549316,-264.9002,8.684975583256913,1.3558704493234102,275.0039079841432,44.43493749999954,26.04760985832139
19:07:59:24,0.2301178,1.1426392,8.193222,1.1447906,0.39990234,0.37976074,54.0748595,-51.524353,-263.62532999999996,8.275715394123791,1.2707028051559435,274.00509670753166,44.434937499999535,26.047609972818943
19:07:59:25,-0.0619812,1.5065613,7.6976166,0.94984436,0.28379822,0.3765564,54.299927,-52.49939,-262.35046,7.843906548423859,1.0604435205516314,273.0062854309201,44.43493749999953,26.047610087316496
19:07:59:26,-0.2678833,1.65979,7.0368195,0.62068176,-0.0059509277,0.38401794,54.1496285,-53.324889999999996,-262.42523,7.234880301850138,0.7298979647724959,273.20943589320757,44.43493749999952,26.04761020181405
19:07:59:27,-0.44984436,1.8680878,6.7495117,0.2084198,-0.2658844,0.43728638,53.99933,-54.15039,-262.5,7.017693365000322,0.5525872829960027,273.41258635549497,44.43493749999951,26.0476103163116
19:07:59:28,-0.3373108,1.8680878,6.8668365,-0.18040466,-0.3244629,0.5810852,54.2243965,-54.15039,-262.274935,7.124392894979735,0.6895520462482623,273.2412183115364,44.434937499999506,26.047610430809154
19:07:59:29,0.08885193,1.5879669,7.240326,-0.5383301,-0.3404541,0.7909546,54.449463,-54.15039,-262.04987,7.412951782335855,1.015538019984471,273.0698502675778,44.4349374999995,26.047610545306707
19:07:59:30,0.24447632,1.635849,7.9466095,-0.8472595,-0.39797974,0.9773712,54.2243965,-53.775025,-261.89957000000004,8.116918945470134,1.353325901762084,272.80683316521095,44.43493749999949,26.047610659804263
19:07:59:31,0.6155853,2.0883484,8.959366,-1.0528564,-0.4938507,1.1339569,53.99933,-53.39966,-261.74927,9.220107560289883,1.6242701019131824,272.5438160628441,44.43493749999949,26.047610774301816
19:07:59:32,1.0704803,2.442688,9.766205,-1.1199646,-0.6429901,1.2341003,52.64969,-53.099824,-262.049865,10.123804267174325,1.7862700032221501,272.5136946875488,44.434937499999485,26.04761088879937
19:07:59:33,1.5660706,2.7395782,10.644882,-1.0485992,-0.76441956,1.2490082,51.30005,-52.799988,-262.35046,11.102764458999552,1.8010882903451662,272.48357331225355,44.43493749999948,26.04761100329692
19:07:59:34,1.6690216,2.7491455,11.09259,-0.87709045,-0.72714233,1.1296997,51.450348500000004,-52.649688999999995,-263.0249,11.549415006377457,1.6044453988026894,273.1323950242927,44.43493749999947,26.047611117794474
19:07:59:35,1.9252014,2.2368011,11.154846,-0.65231323,-0.50024414,0.8751068,51.600647,-52.49939,-263.69934,11.53864241907336,1.2006534308632164,273.7812167363318,44.434937499999464,26.047611232292027
19:07:59:36,2.1790009,1.6334534,10.850784,-0.47547913,-0.2743988,0.5235596,51.525116,-52.199555000000004,-263.99994000000004,11.187302103135876,0.758610413360611,273.9995214418992,44.43493749999946,26.047611346789584
19:07:59:37,2.0784302,1.6047211,11.075836,-0.35403442,-0.06880188,0.14112854,51.449585,-51.89972,-264.30054,11.382844328372116,0.38728714675135084,274.2178261474666,44.43493749999945,26.047611461287136
19:07:59:38,1.606781,1.7770996,11.006409,-0.24751282,0.12826538,-0.1795044,51.3748175,-52.349854,-264.22501,11.26414076818832,0.331566634917111,274.21697414881476,44.43493749999944,26.04761157578469
19:07:59:39,0.9771118,1.7818909,10.8316345,-0.1633606,0.29338074,-0.34249878,51.30005,-52.799988,-264.14948,11.02062559888468,0.4796502460510116,274.21612215016285,44.43493749999944,26.047611690282242
19:07:59:40,0.6778259,1.5999298,10.474884,-0.09837341,0.4276123,-0.35421753,51.89972,-52.725218999999996,-263.700105,10.618023268438192,0.5639145905769942,273.88269567622694,44.434937499999435,26.047611804779795
19:07:59:41,0.56770325,1.3868561,10.211533,-0.06535339,0.53627014,-0.31480408,52.49939,-52.65045,-263.25073,10.320904177069796,0.6252666130737815,273.54926920229104,44.43493749999943,26.047611919277347
19:07:59:42,0.349823,1.4658661,9.852402,-0.044052124,0.617218,-0.28497314,52.349853499999995,-51.9004815,-264.30053499999997,9.966993765627738,0.6812549740547742,274.39008705215053,44.43493749999942,26.0476120337749
19:07:59:43,0.26602173,1.6478271,9.502838,-0.038726807,0.6129608,-0.26792908,52.200317,-51.150513,-265.35034,9.64831756144928,0.6700796220052522,275.23090490200997,44.434937499999414,26.047612148272457
19:07:59:44,0.2995453,1.7579498,9.138931,-0.05895996,0.5330658,-0.28390503,52.124786,-51.599884,-264.52484000000004,9.311292859148676,0.6068257493483138,274.50554687765225,44.43493749999941,26.04761226277001
19:07:59:45,0.27799988,1.8154144,8.968933,-0.10583496,0.44677734,-0.31906128,52.049255,-52.049255,-263.69934,9.155040826533563,0.5591163838512655,273.7801888532946,44.4349374999994,26.047612377267562
19:07:59:46,0.5844574,1.6885223,9.340042,-0.16654968,0.375412,-0.34675598,52.4993895,-51.599884,-263.84964,9.509420727456328,0.5375059770066403,273.92658171378673,44.43493749999939,26.047612491765115
19:07:59:47,0.86457825,1.6143036,10.02478,-0.19638062,0.3050995,-0.38616943,52.949524,-51.150513,-263.99994,10.190666598007512,0.5298847813236,274.07297457427893,44.434937499999386,26.047612606262668
19:07:59:48,0.725708,1.4538879,10.347992,-0.15803528,0.27526855,-0.44476318,53.250122,-51.8249515,-263.700105,10.474797399429471,0.5464084650035113,273.97038356465305,44.434937499999386,26.04761272076022
19:07:59:49,0.5485382,1.3581238,10.369553,-0.019546509,0.3572998,-0.51293945,53.55072,-52.49939,-263.40027,10.472488903445765,0.6254215318170854,273.86779255502717,44.43493749999938,26.047612835257773
19:07:59:50,0.4072876,1.2695312,10.352783,0.018798828,0.38713074,-0.5299835,54.000091499999996,-51.8249515,-263.3255,10.438280916988974,0.6565867163287507,273.7568346382691,44.43493749999937,26.04761294975533
19:07:59:51,-0.021270752,1.1115265,10.151672,0.082717896,0.5011139,-0.5193329,54.449463,-51.150513,-263.25073,10.212364466698048,0.7264048816701928,273.64587672151106,44.434937499999364,26.047613064252882
19:07:59:52,-0.22717285,1.1522217,9.967316,0.0912323,0.537323,-0.49908447,55.0498965,-50.7751465,-263.62533499999995,10.036264772991196,0.7390024675787429,274.0572866241922,44.43493749999936,26.047613178750435
19:07:59:53,-0.2678833,1.3078461,9.890701,0.06674194,0.631073,-0.4255829,55.65033,-50.39978,-263.99994,9.980390230602463,0.7640866591273359,274.4686965268733,44.43493749999935,26.047613293247988
19:07:59:54,-0.27745056,1.3317871,9.931412,0.026260376,0.66516113,-0.40107727,55.500029999999995,-51.0749815,-264.225005,10.024149839598106,0.7771691660901063,274.78026202917823,44.43493749999934,26.04761340774554
19:07:59:55,-0.27267456,1.3509369,9.881134,0.008148193,0.6907196,-0.39575195,55.34973,-51.750183,-264.45007,9.976782600087505,0.7961027350801703,275.09182753148315,44.434937499999336,26.047613522243093
19:07:59:56,-0.3875885,1.2431946,9.744659,-0.03126526,0.77381897,-0.38084412,56.25,-51.675415,-264.225005,9.831283572610568,0.8630269744065379,275.04568508545606,44.434937499999336,26.047613636740646
19:07:59:57,-0.44265747,1.2336273,9.665649,-0.04937744,0.8036499,-0.35954285,57.15027,-51.600647,-263.99994,9.75410439467679,0.8817949616192452,274.99954263942897,44.43493749999933,26.047613751238202
19:07:59:58,-0.44744873,1.1905212,9.682404,-0.06535339,0.7834015,-0.33396912,57.2250375,-51.3000485,-263.32474,9.765577213500698,0.8541219754228997,274.31076540969264,44.43493749999932,26.047613865735755
19:07:59:59,-0.47618103,1.2431946,9.732681,-0.06535339,0.759964,-0.30413818,57.299805,-50.99945,-262.64954,9.823307011111991,0.8211676926269107,273.62198817995625,44.434937499999315,26.047613980233308
19:07:59:60,-0.44026184,1.2503815,10.022385,-0.06321716,0.70350647,-0.2828369,57.749939,-51.449585,-262.199405,10.10967286669195,0.7608642945045696,273.37005620122784,44.43493749999931,26.04761409473086
19:07:59:61,-0.57673645,1.3174133,10.249832,-0.050445557,0.6129608,-0.26792908,58.200073,-51.89972,-261.74927,10.350229889427553,0.6708589184525511,273.11812422249943,44.4349374999993,26.047614234672317
19:07:59:62,-0.56715393,1.3605194,10.553894,-0.024871826,0.49578857,-0.26472473,58.200073,-51.525116499999996,-260.9993,10.656329348388534,0.5625869679834328,272.3284780734035,44.43493749999929,26.04761437461377
19:07:59:63,-0.55519104,1.3748779,10.652069,0.015609741,0.38285828,-0.27005005,58.200073,-51.150513,-260.24933,10.754771048774849,0.4687762324218752,271.53883192430766,44.434937499999286,26.04761451455522
19:07:59:64,-0.57673645,1.2958679,10.522781,0.040100098,0.29763794,-0.2828369,59.0248115,-51.8249515,-260.324865,10.617947943033531,0.41254463175353917,271.9187116872278,44.43493749999928,26.047614654496677
19:07:59:65,-0.68447876,1.2431946,10.479675,0.037979126,0.22520447,-0.27964783,59.84955,-52.49939,-260.4004,10.575331299396028,0.3610573031298684,272.29859145014797,44.43493749999927,26.047614794438132
19:07:59:66,-0.6437683,1.1570129,10.656845,0.029449463,0.20069885,-0.2732544,59.999848,-52.0500185,-260.54993,10.738783070202894,0.34031642096976583,272.3888598014937,44.434937499999265,26.047614934379585
19:07:59:67,-0.5743408,1.1450348,10.707123,0.019866943,0.1804657,-0.26792908,60.150146,-51.600647,-260.69946,10.78348065259472,0.32364881617318125,272.47912815283945,44.43493749999925,26.047615074321037
19:07:59:68,-0.49772644,1.0037842,10.958527,0.0038909912,0.1612854,-0.27537537,60.6002805,-51.824951,-260.54993,11.015653786270414,0.319154687366981,272.47891819068366,44.43493749999924,26.047615214262493
19:07:59:69,-0.3947754,1.0732117,11.26976,-0.012084961,0.15063477,-0.30734253,61.050415,-52.049255,-260.4004,11.327626469259219,0.34248549014830587,272.4787082285279,44.434937499999236,26.04761535420395
19:07:59:70,-0.48335266,0.9750519,11.470886,-0.004638672,0.10803223,-0.34568787,61.8751525,-51.0749815,-259.95025999999996,11.522394786962417,0.3622051676354624,272.05326119683025,44.43493749999923,26.0476154941454
19:07:59:71,-0.6318054,0.8912506,11.76297,-0.004638672,0.059020996,-0.3765869,62.69989,-50.100708,-259.50012,11.813592549109247,0.3812121305760949,271.6278141651325,44.43493749999922,26.047615634086853
19:07:59:72,-0.71559143,0.87210083,12.347153,0.010284424,0.0068206787,-0.38510132,62.325287,-51.225280999999995,-259.12476,12.39858129617196,0.38529899779350946,271.3956595994971,44.434937499999215,26.04761577402831
19:07:59:73,-0.7012329,0.7021179,12.845154,0.068862915,-0.02406311,-0.3755188,61.950684,-52.349854,-258.7494,12.883426501100507,0.38253823793002617,271.1635050338617,44.43493749999921,26.047615913969764
19:07:59:74,-0.7012329,0.38128662,12.8164215,0.16474915,0.0036315918,-0.36698914,61.725617,-51.674652,-258.149725,12.841252553092152,0.40228907487360865,270.41061608627894,44.4349374999992,26.047616053911216
19:07:59:75,-0.79460144,0.15623474,12.409409,0.24569702,0.10910034,-0.34675598,61.50055,-50.99945,-257.55005,12.435804456154575,0.4387591816597761,269.65772713869615,44.434937499999194,26.04761619385267
19:07:59:76,-0.8568573,-0.016143799,11.837189,0.26913452,0.17832947,-0.3297119,61.949921,-50.699615,-258.000185,11.868172078147943,0.46145934460981636,270.13442274399176,44.43493749999919,26.047616333794124
19:07:59:77,-0.88319397,-0.030517578,11.28653,0.259552,0.314682,-0.2775116,62.399292,-50.39978,-258.45032,11.321074257865787,0.4933606084423036,270.61111834928744,44.43493749999918,26.04761647373558
19:07:59:78,-0.5839081,0.07003784,10.865143,0.19030762,0.42866516,-0.22424316,62.324524,-51.449585,-258.37478999999996,10.88104711775142,0.5198613319286939,270.72133169485204,44.43493749999917,26.047616613677032
19:07:59:79,-0.23675537,0.32861328,10.685577,0.017730713,0.4830017,-0.22105408,62.249756,-52.49939,-258.29926,10.693250002499017,0.5314789992756296,270.83154504041664,44.434937499999165,26.047616753618485
19:07:59:80,0.03378296,0.51776123,10.668823,-0.11222839,0.4276123,-0.29562378,62.699889999999996,-51.449585,-257.099915,10.681432590481787,0.5318278950325664,269.5921164501033,44.43493749999915,26.04761689355994
19:07:59:81,0.03617859,0.5225525,10.7526245,-0.23686218,0.39352417,-0.4223938,63.150024,-50.39978,-255.90057,10.76537522075431,0.6240043965926693,268.35268785978997,44.434937499999144,26.047617033501396
19:07:59:82,-0.30140686,0.3310089,10.922607,-0.34126282,0.3530426,-0.553421,63.4498595,-49.949645000000004,-256.125635,10.931777378980202,0.7398474119506755,268.55445458535394,44.43493749999914,26.04761717344285
