,lat,long
15:14:43:80,44.4349375,26.0476015
15:14:45:30,44.43493749999931,26.04761409473086
15:14:46:20,44.43493749999862,26.04762668946172
15:14:46:90,44.434937499997915,26.04763928419258
15:14:47:70,44.434937499997226,26.047651878923443
15:14:48:50,44.43493749999653,26.047664473654304
15:14:51:60,44.43493749999584,26.047677068385166
15:14:53:40,44.43493749999566,26.047683365750597
15:14:55:70,44.434928506779606,26.0476833657506
15:14:56:80,44.43491951356354,26.0476833657506
15:14:57:60,44.43491052034748,26.0476833657506
15:14:58:50,44.43490152713142,26.0476833657506
15:14:59:20,44.43489253391536,26.0476833657506
15:15:00:10,44.4348835406993,26.0476833657506
15:15:01:10,44.43487454748325,26.0476833657506
15:15:02:30,44.43487454748256,26.047695960467895
15:15:03:30,44.43488354069862,26.047695960467895
15:15:04:20,44.43489253391467,26.047695960467895
15:15:05:00,44.434901527130734,26.047695960467895
15:15:06:00,44.434910520346804,26.047695960467895
15:15:06:80,44.43491951356285,26.047695960467895
15:15:07:70,44.43492850677892,26.047695960467895
15:15:08:30,44.43493300338694,26.047695960467895
15:15:09:30,44.43493300338625,26.047708555197786
15:15:10:50,44.43493300338555,26.04772114992768
15:15:11:50,44.43493300338486,26.04773374465757
15:15:12:20,44.434933003384174,26.047746339387462
15:15:13:00,44.43493300338348,26.047758934117354
15:15:14:00,44.43493300338278,26.047771528847246
15:15:14:90,44.434933003382085,26.047784123577138
15:15:15:80,44.434933003381396,26.047796718307026
15:15:16:70,44.434933003380706,26.047809313036918
15:15:17:60,44.43493300338001,26.047821907766807
15:15:18:60,44.43493300337932,26.0478345024967
15:15:19:40,44.43493300337862,26.04784709722659
15:15:20:30,44.43493300337793,26.047859691956482
15:15:21:10,44.43493300337723,26.047872286686374
15:15:22:00,44.43493300337654,26.047884881416262
15:15:23:30,44.434937499984564,26.047884881416262
15:15:26:60,44.434937499983874,26.047897476147124
15:15:28:20,44.4349374999837,26.047903773512555
15:15:30:50,44.43492850676764,26.047903773512555
15:15:31:50,44.43491951355158,26.047903773512555
15:15:32:30,44.434910520335514,26.047903773512555
15:15:33:10,44.43490152711945,26.047903773512555
15:15:34:00,44.43489253390339,26.047903773512555
15:15:34:90,44.43488354068732,26.047903773512555
15:15:36:00,44.43487454747127,26.047903773512555
15:15:36:90,44.43487454747057,26.047916368229846
15:15:37:80,44.434874547469875,26.04792896294714
15:15:38:70,44.434874547469185,26.04794155766443
15:15:39:80,44.43488354068524,26.04794155766443
15:15:40:50,44.4348925339013,26.04794155766443
15:15:41:40,44.43490152711736,26.04794155766443
15:15:42:30,44.43491052033342,26.04794155766443
15:15:43:20,44.434919513549474,26.04794155766443
15:15:44:00,44.43492850676553,26.04794155766443
15:15:45:00,44.43493749998159,26.04794155766443
15:15:45:80,44.43493749998141,26.047935260299
15:15:46:50,44.43493749998072,26.04792266556814
15:15:47:50,44.43493749998003,26.04791007083728
15:15:48:60,44.43493749997985,26.047903773471848
15:15:49:40,44.434937499979675,26.04789747610642
15:15:53:30,44.43493749997898,26.047884881375563
15:15:54:00,44.43494199658701,26.047884881375563
15:15:55:10,44.43494199658631,26.04787228664373
15:15:55:90,44.43494199658562,26.0478596919119
15:15:56:80,44.434941996584925,26.04784709718007
15:15:57:70,44.43494199658423,26.04783450244824
15:15:58:70,44.43494199658353,26.047821907716408
15:15:59:50,44.43494199658284,26.04780931298458
15:16:00:50,44.434941996582154,26.047796718252748
15:16:01:30,44.43494199658146,26.047784123520916
15:16:01:80,44.43494199658128,26.047777826155002
15:16:02:40,44.4349419965811,26.04777152878909
15:16:03:00,44.43494199658041,26.047758934057264
15:16:03:60,44.434941996580235,26.04775263669135
15:16:04:20,44.43494199658006,26.047746339325435
15:16:04:60,44.43494199657988,26.04774004195952
15:16:04:90,44.4349419965797,26.047733744593607
15:16:05:90,44.43494199657901,26.047721149861776
15:16:06:70,44.434941996578324,26.047708555129947
15:16:07:80,44.43494199657763,26.047695960398116
15:16:08:80,44.43493749996959,26.047695960398116
15:16:09:80,44.434937499968896,26.047683365667254
15:16:11:10,44.43493749996872,26.047677068301827
15:16:15:70,44.43493749996802,26.04766447357097
15:16:16:40,44.434937499967326,26.047651878840107
15:16:17:30,44.43493749996664,26.04763928410925
15:16:18:20,44.43493749996595,26.04762668937839
15:16:19:10,44.43493749996525,26.04761409464753
15:16:20:00,44.43493749996456,26.04760149991667
