,ax,ay,az,gx,gy,gz,mx,my,mz,a_total,g_total,m_total,lat,long
12:15:51:93,0.804718,1.3006592,9.608185,-0.03765869,-0.44483948,-0.0005493164,55.9494,-49.349976,-260.24933,9.729157435682376,0.4464310043530734,270.7313599437817,44.434937499999855,26.04760409766324
12:15:51:94,0.87654114,1.362915,9.474121,-0.022750854,-0.41075134,-0.0005493164,54.974365,-48.9746095,-260.774995,9.611702783064949,0.41138129079727515,270.9715878235195,44.43493749999985,26.047604176380307
12:15:51:95,1.0297699,1.5831757,9.196381,-0.041915894,-0.30316162,-0.021850586,53.99933,-48.599243,-261.30066,9.388306281815561,0.3068246374061038,271.21181570325723,44.43493749999985,26.047604255097376
12:15:51:96,1.0920258,1.7268219,9.117386,-0.08026123,-0.2147522,-0.04421997,54.899597,-48.89984,-261.00006,9.343509067538879,0.2334861413291029,271.15713419121323,44.43493749999984,26.047604333814444
12:15:51:97,1.0800476,1.769928,9.086258,-0.12820435,-0.13378906,-0.06340027,55.24953133333333,-48.54990566666667,-261.00006,9.31983006207805,0.19584550587307076,271.16623134791854,44.43493749999983,26.04760441253151
12:15:51:98,0.8885193,1.793869,9.275391,-0.18252563,-0.11141968,-0.08149719,55.59946566666667,-48.19997133333333,-261.00006,9.488957305126549,0.22884873317564028,271.1753285046239,44.43493749999983,26.047604491248578
12:15:51:99,0.78556824,1.7914734,9.419052,-0.20809937,-0.13272095,-0.078308105,55.9494,-47.850037,-261.00006,9.620033003129889,0.25894470002684056,271.1844256613292,44.434937499999826,26.047604569965646
12:15:52:00,0.63952637,1.7172546,9.68959,-0.19958496,-0.17106628,-0.06340027,55.1994315,-49.124908500000004,-260.47516,9.861344315418997,0.27040233476675624,270.75787000650234,44.43493749999982,26.047604648682714
12:15:52:01,0.4575653,1.5712128,10.04393,-0.15589905,-0.22433472,-0.03250122,54.449463,-50.39978,-259.95026,10.176374870824478,0.2751125400447411,270.3313143516755,44.43493749999982,26.047604727399783
12:15:52:02,0.41685486,1.5735931,10.149277,-0.08772278,-0.28611755,0.018630981,54.8995965,-49.349975,-260.02503,10.278997365570351,0.29984271210411845,270.30299934403877,44.43493749999981,26.04760480611685
12:15:52:03,0.5293884,1.5999298,10.204346,-0.013153076,-0.33406067,0.06550598,55.34973,-48.30017,-260.0998,10.342567608224691,0.3406766326956856,270.2746843364021,44.43493749999981,26.04760488483392
12:15:52:04,0.5916443,1.6190948,10.161255,0.059280396,-0.36175537,0.10171509,55.200195,-48.30017,-259.87473,10.306435568329846,0.3804301152740958,270.0275081612972,44.434937499999805,26.047604963550985
12:15:52:05,0.8621826,1.7842865,10.225891,0.12106323,-0.372406,0.120895386,55.05066,-48.30017,-259.64966,10.416135746701174,0.4098270718853525,269.7803319861922,44.4349374999998,26.047605042268053
12:15:52:06,0.9531555,1.829773,10.218704,0.18711853,-0.34684753,0.12408447,55.350494999999995,-48.0751035,-260.47515999999996,10.4248974133238,0.4131749133619353,270.59630088246456,44.4349374999998,26.04760512098512
12:15:52:07,1.0608978,1.8393555,10.173218,0.21800232,-0.3202057,0.11982727,55.65033,-47.850037,-261.30066,10.392453861959124,0.40548153653837965,271.4122697787369,44.43493749999979,26.04760519970219
12:15:52:08,1.2045593,1.8393555,9.656067,0.27127075,-0.20410156,0.098526,55.2749635,-48.750305499999996,-260.62546,9.903222792156388,0.3534864060695914,270.8479889940087,44.43493749999979,26.047605278419258
12:15:52:09,1.2404633,1.8393555,9.454956,0.26487732,-0.16574097,0.09213257,54.899597,-49.650574,-259.95026,9.711754260480602,0.3257583064815512,270.2837082092805,44.43493749999978,26.047605357136327
12:15:52:10,1.2476501,1.7747192,9.191605,0.17326355,-0.10821533,0.0793457,55.5000305,-49.3499755,-260.925295,9.444144296171233,0.2191496190142739,271.2896472369679,44.434937499999776,26.04760543585339
12:15:52:11,1.3242645,1.8034363,9.438202,0.09550476,-0.11354065,0.0750885,56.100464,-49.049377,-261.90033,9.699779170008044,0.16628566149049082,272.29558626465524,44.434937499999776,26.04760551457046
12:15:52:12,1.3841248,1.7459869,9.857193,0.05821228,-0.14976501,0.06762695,55.575562000000005,-49.7993465,-261.524965,10.105865898387712,0.17433195957540604,271.9646938614558,44.43493749999977,26.04760559328753
12:15:52:13,1.4774933,1.6406403,10.247437,0.06781006,-0.18278503,0.051651,55.05066,-50.549316,-261.1496,10.482588044681426,0.20168390424202048,271.6338014582564,44.43493749999977,26.047605672004597
12:15:52:14,1.333847,1.4826202,10.503616,0.1146698,-0.1998291,0.03781128,54.8255925,-49.6498105,-261.1496,10.691270249709014,0.23347489187081424,271.42379873585634,44.43493749999976,26.047605750721665
12:15:52:15,1.2213135,1.3293915,10.589813,0.1764679,-0.21154785,0.03567505,54.600525,-48.750305,-261.1496,10.742580127721808,0.27778790787673785,271.21379601345626,44.434937499999755,26.047605829438734
12:15:52:16,1.0896301,1.2312317,10.687973,0.23825073,-0.21368408,0.046325684,54.299927499999995,-49.4255065,-260.54993,10.813694655511588,0.3233734147839725,270.69959419773045,44.434937499999755,26.047605908155802
12:15:52:17,1.0393524,1.180954,10.731064,0.27552795,-0.20729065,0.055908203,53.99933,-50.100708,-259.95026,10.845766009535598,0.3493004322518285,270.1853923820046,44.43493749999975,26.047605986872867
12:15:52:18,1.1040039,0.8792877,10.575455,0.4086914,-0.1444397,0.09638977,53.924561,-49.800109,-259.79996,10.669218337235934,0.44405233377463843,269.9703699613477,44.43493749999974,26.047606065589935
12:15:52:19,1.1423035,0.70928955,10.158859,0.48005676,-0.093307495,0.10491943,53.849792,-49.49951,-259.64966,10.247456520216733,0.5001688397295433,269.75534754069093,44.43493749999974,26.047606144307004
12:15:52:20,1.211731,0.65901184,9.605789,0.50242615,-0.038986206,0.09638977,54.750061,-49.949645000000004,-260.17456,9.704317128687736,0.5130720692288266,270.52547645937625,44.434937499999734,26.047606223024072
12:15:52:21,1.3003235,0.63986206,9.253845,0.47047424,0.018539429,0.07827759,55.65033,-50.39978,-260.69946,9.366638241359848,0.47730189820220886,271.2956053780615,44.434937499999734,26.04760630174114
12:15:52:22,1.3793335,0.5560608,8.942596,0.39164734,0.113357544,0.04206848,55.799865,-50.250243999999995,-259.57489,9.065417129770417,0.4098869706642283,270.21840145652124,44.43493749999973,26.04760638045821
12:15:52:23,1.3194733,0.41960144,8.686417,0.27978516,0.22627258,-0.0079956055,55.9494,-50.100708,-258.45032,8.796073865978615,0.3599207495038229,269.14119753498096,44.43493749999972,26.047606459175277
12:15:52:24,1.2452545,0.3166504,8.645721,0.13066101,0.3061676,-0.050613403,55.649564999999996,-51.0749815,-259.04999,8.740676052539152,0.33670850210118025,269.8394638984247,44.43493749999972,26.047606537892342
12:15:52:25,0.8885193,0.08201599,9.098221,-0.030197144,0.34983826,-0.076171875,55.34973,-52.049255,-259.64966,9.141871719398013,0.35930603975803127,270.5377302618685,44.43493749999971,26.04760661660941
12:15:52:26,0.4647522,-0.15022278,9.775787,-0.18147278,0.34025574,-0.06765747,56.25,-51.0749815,-259.04999,9.787981046181319,0.39151484228656885,269.96556350479614,44.43493749999971,26.04760669532648
12:15:52:27,0.14631653,-0.35372925,11.063858,-0.28585815,0.27526855,-0.012268066,57.15027,-50.100708,-258.45032,11.070478162817576,0.3970367262406657,269.39339674772384,44.434937499999705,26.047606774043548
12:15:52:28,0.005065918,-0.40161133,12.33519,-0.29438782,0.23692322,0.07722473,56.925202,-50.100708,-258.82492,12.341727174913954,0.3856947752603005,269.70538078535503,44.4349374999997,26.047606852760616
12:15:52:29,0.03378296,-0.41838074,12.785294,-0.22727966,0.22627258,0.18374634,56.700134,-50.100708,-259.19952,12.792182237539667,0.3696187789777024,270.01736482298617,44.4349374999997,26.047606931477684
12:15:52:30,0.31152344,-0.20289612,13.345535,-0.13459778,0.19325256,0.2838745,57.150268499999996,-49.95040899999999,-258.74939,13.35071227033994,0.36884664303438086,269.65299634483574,44.43493749999969,26.047607010194753
12:15:52:31,0.62275696,-0.08558655,13.3263855,-0.041915894,0.18579102,0.3531189,57.600403,-49.80011,-258.29926,13.341203161011364,0.40120842815134083,269.28862786668526,44.43493749999969,26.047607088911818
12:15:52:32,0.8095093,-0.008972168,13.211456,0.007080078,0.17939758,0.38401794,57.450103999999996,-50.174713,-258.82493,13.236236453256685,0.4239143751468993,269.8305139700567,44.434937499999684,26.047607167628886
12:15:52:33,1.3027191,0.26637268,12.586578,0.12745667,0.15596008,0.41490173,57.299805,-50.549316,-259.3506,12.656617921397451,0.4612073230534054,270.3724000734281,44.43493749999968,26.047607246345954
12:15:52:34,1.5134125,0.39804077,11.947327,0.15942383,0.117614746,0.3914795,56.8496705,-50.099945,-259.42535999999996,12.049376593611282,0.43875435606813457,270.2661758284271,44.43493749999968,26.047607325063023
12:15:52:35,1.6139679,0.51297,11.430176,0.14663696,0.035583496,0.3446045,56.399536,-49.650574,-259.50012,11.55495365607783,0.37619256325168576,270.15995158342616,44.43493749999967,26.04760740378009
12:15:52:36,1.4750977,0.536911,10.93219,0.084854126,-0.062408447,0.27642822,56.924437999999995,-50.775147000000004,-260.09979,11.04431821537963,0.2958168314490304,271.05627524018826,44.43493749999966,26.04760748249716
12:15:52:37,1.0632935,0.42677307,10.632904,-0.012084961,-0.16362,0.21676636,57.44934,-51.89972,-260.69946,10.694455376204788,0.27185511860184114,271.9525988969504,44.43493749999966,26.047607561214225
12:15:52:38,0.69937134,0.29748535,10.589813,-0.12181091,-0.20622253,0.19439697,56.25,-51.599885,-259.649655,10.617050305035152,0.30847335641803797,270.63898239781776,44.434937499999656,26.047607639931293
12:15:52:39,0.54374695,0.165802,10.652069,-0.21662903,-0.15190125,0.20292664,55.05066,-51.30005,-258.59985,10.667226679395132,0.33343867144048095,269.3253658986851,44.434937499999656,26.04760771864836
12:15:52:40,0.18701172,-0.04008484,10.93457,-0.26776123,-0.06135559,0.24127197,56.5505985,-51.14975,-258.22524999999996,10.936242556870948,0.36561283924807936,269.25258455019946,44.43493749999965,26.04760779736543
12:15:52:41,0.16067505,-0.11669922,11.138092,-0.2379303,0.054763794,0.28814697,58.050537,-50.99945,-257.85065,11.139862143675977,0.37767522702918355,269.17980320171375,44.43493749999964,26.0476078760825
12:15:52:42,0.24687195,-0.20529175,11.097382,-0.12394714,0.16874695,0.33714294,58.499908500000004,-51.0749815,-257.55005,11.102025838388183,0.39686746986913113,269.0040676306918,44.43493749999964,26.047607954799567
12:15:52:43,0.33546448,-0.26275635,10.656845,0.041168213,0.2774048,0.36909485,58.94928,-51.150513,-257.24945,10.665360878602844,0.4635507017804804,268.8283320596698,44.434937499999634,26.047608033516635
12:15:52:44,0.36418152,-0.14782715,9.984085,0.19351196,0.33493042,0.38613892,57.824707000000004,-51.000214,-257.099915,9.991818369696862,0.5465606374805859,268.4142750160495,44.434937499999634,26.0476081122337
12:15:52:45,0.3713684,0.007797241,9.328064,0.29364014,0.29977417,0.38613892,56.700134,-50.849915,-256.95038,9.33545677905381,0.5702563900187133,268.00021797242925,44.43493749999963,26.04760819095077
12:15:52:46,0.36418152,0.05567932,8.753464,0.353302,0.21455383,0.37869263,57.150268499999996,-51.449585,-257.250215,8.761213407141797,0.5605923270862577,268.4982127152449,44.43493749999962,26.047608269667837
12:15:52:47,0.24687195,0.06047058,8.296173,0.37886047,0.11122131,0.36909485,57.600403,-52.049255,-257.55005,8.300065595925814,0.5404964790109733,268.99620745806055,44.43493749999962,26.047608348384905
12:15:52:48,0.12716675,0.043701172,8.039993,0.3660736,-0.007019043,0.35739136,56.7749015,-51.449585,-257.624825,8.041117373523953,0.5116519635301378,268.77871760909414,44.43493749999961,26.047608427101974
12:15:52:49,0.019424438,-0.035308838,7.7838135,0.32240295,-0.09437561,0.34246826,55.9494,-50.849915,-257.6996,7.783917819813797,0.47972380286890315,268.56122776012774,44.434937499999606,26.047608505819042
12:15:52:50,-0.06677246,-0.09994507,7.6736755,0.25636292,-0.12632751,0.34353638,56.25,-51.074982500000004,-257.99942999999996,7.674616815042429,0.44687563249435613,268.9544543307153,44.434937499999606,26.04760858453611
12:15:52:51,-0.011703491,-0.16699219,7.5036926,0.17326355,-0.15829468,0.34672546,56.5506,-51.30005,-258.29926,7.50555967257055,0.41868366111793337,269.3476809013029,44.4349374999996,26.047608663253175
12:15:52:52,0.03378296,-0.0736084,7.8197174,0.073135376,-0.22114563,0.34140015,55.950165,-50.550079999999994,-258.074955,7.820136808317338,0.41328952964088117,268.86642712415915,44.4349374999996,26.047608741970244
12:15:52:53,0.30433655,0.007797241,8.303345,-0.013153076,-0.28292847,0.321167,55.34973,-49.80011,-257.85065,8.308924101329733,0.42821695953547034,268.3851733470154,44.43493749999959,26.047608820687312
12:15:52:54,0.4767151,0.05567932,8.734299,-0.06535339,-0.25416565,0.2945404,55.200195,-51.300049,-257.85065,8.747476007091684,0.3944937140900658,268.64087748140366,44.434937499999585,26.04760889940438
12:15:52:55,0.6921997,0.07962036,9.004852,-0.09411621,-0.17320251,0.2561798,55.05066,-52.799988,-257.85065,9.031768341156155,0.3232414892663134,268.8965816157919,44.434937499999585,26.04760897812145
12:15:52:56,0.6898041,0.14425659,9.119766,-0.11222839,-0.11141968,0.21037292,55.05066,-52.4246215,-257.100675,9.146954222848787,0.26318495793380914,268.1039879395377,44.43493749999958,26.047609056838517
12:15:52:57,0.62275696,0.29508972,9.160477,-0.116485596,-0.06880188,0.1581726,55.05066,-52.049255,-256.3507,9.18636179570602,0.20813736847997674,267.31139426328355,44.43493749999958,26.047609135555582
12:15:52:58,0.5461426,0.32382202,9.170044,-0.114349365,-0.046432495,0.13261414,54.524995000000004,-52.3498525,-257.02515,9.191998661994445,0.18115811876857146,267.9101955346854,44.43493749999957,26.04760921427265
12:15:52:59,0.3713684,0.26637268,9.225113,-0.09625244,0.026000977,0.054855347,53.99933,-52.65045,-257.6996,9.236426730935397,0.11379671394815641,268.5089968060873,44.43493749999956,26.04760929298972
12:15:52:60,0.2516632,0.20411682,9.237091,-0.062164307,0.066482544,0.012237549,54.674530000000004,-52.3498525,-257.624825,9.242772754142674,0.0918372872368821,268.51613273330423,44.43493749999956,26.047609371706788
12:15:52:61,0.12716675,0.14425659,9.143707,-0.016357422,0.12400818,-0.013320923,55.34973,-52.049255,-257.55005,9.145729005820858,0.12578966949225365,268.5232686605212,44.434937499999556,26.047609450423856
12:15:52:62,-0.0069122314,0.12271118,8.892319,0.027328491,0.17514038,-0.019714355,55.950165,-51.6746525,-257.174685,8.893168333636833,0.1783526139980783,268.216436635763,44.434937499999556,26.047609529140924
12:15:52:63,-0.0907135,0.14665222,8.638535,0.051818848,0.17832947,-0.010131836,56.5506,-51.30005,-256.79932,8.64025594290691,0.18598184583248684,267.9096046110048,44.43493749999955,26.047609607857993
12:15:52:64,-0.05479431,0.2591858,8.475739,0.05609131,0.12294006,-0.0005493164,56.475068,-51.225281499999994,-256.49948500000005,8.479878023382826,0.13513250962972237,267.59194469235996,44.43493749999954,26.047609686575058
12:15:52:65,-0.08592224,0.29988098,8.334473,0.04649353,0.07180786,0.0026550293,56.399536,-51.150513,-256.19965,8.340308832484645,0.08558660099702732,267.2742847737151,44.43493749999954,26.047609765292126
12:15:52:66,-0.09310913,0.32621765,8.274612,0.02305603,0.019607544,0.0026550293,56.774902999999995,-51.150513,-256.72455,8.281563319555366,0.03038232186085676,267.85693215958315,44.434937499999535,26.047609844009195
12:15:52:67,-0.023666382,0.29508972,8.190826,-0.013153076,-0.017669678,0.0015869141,57.15027,-51.150513,-257.24945,8.19617402223517,0.022084818886426008,268.4395795454511,44.43493749999953,26.047609922726263
12:15:52:68,0.0002746582,0.30706787,8.174057,-0.07281494,-0.009155273,0.0015869141,57.00022466666667,-50.800577999999994,-256.54958,8.179822650367944,0.07340540039580812,267.67050257515274,44.43493749999953,26.04761000144333
12:15:52:69,0.021820068,0.34298706,8.14534,-0.1591034,0.023864746,0.0069122314,56.85017933333333,-50.450643,-255.84971000000002,8.15258731656981,0.16103166438974562,266.9014256048543,44.43493749999952,26.0476100801604
12:15:52:70,0.23968506,0.48184204,8.820496,-0.22833252,0.030258179,0.007980347,56.700134,-50.100708,-255.14984,8.836898232157852,0.23046688053641645,266.1323486345559,44.43493749999952,26.047610158877468
12:15:52:71,0.27799988,0.61112976,9.21315,-0.25497437,0.031326294,-0.013320923,57.44934,-50.39978,-257.24945,9.237580659422557,0.2572366868124437,268.3614056003331,44.43493749999951,26.047610237594533
12:15:52:72,0.26841736,0.6422577,9.399887,-0.2421875,0.052627563,-0.028244019,56.69937,-51.525115,-256.949615,9.425625626192017,0.24944372141395207,268.131733796209,44.434937499999506,26.0476103163116
12:15:52:73,0.17984009,0.62550354,9.555511,-0.22514343,0.05369568,-0.037826538,55.9494,-52.65045,-256.64978,9.577650422083943,0.23452854218600505,267.90206199208495,44.434937499999506,26.04761039502867
12:15:52:74,0.18461609,0.6614075,9.744659,-0.20916748,0.043045044,-0.029312134,56.25,-51.599883,-256.72455,9.76882398285608,0.21555303686597946,267.83446393388795,44.4349374999995,26.04761047374574
12:15:52:75,0.14631653,0.6733856,9.80452,-0.18252563,0.04624939,-0.0079956055,56.5506,-50.549316,-256.79932,9.828706380986187,0.18846363413024975,267.76686587569094,44.4349374999995,26.047610552462807
12:15:52:76,0.27320862,0.76675415,9.749451,-0.14738464,0.033462524,0.019699097,57.3005685,-51.299285499999996,-257.174685,9.783371079438085,0.15241399884195542,268.4299100814759,44.43493749999949,26.047610631179875
12:15:52:77,0.39291382,0.9199829,9.6345215,-0.12606812,-0.0048980713,0.038864136,58.050537,-52.049255,-257.55005,9.68631789382331,0.13201357146074333,269.0929542872609,44.434937499999485,26.04761070989694
12:15:52:78,0.6347351,1.0660248,9.739868,-0.13352966,-0.048568726,0.03781128,57.675171,-51.299285499999996,-256.575015,9.818570475319259,0.14703327562227905,267.9348675465309,44.434937499999485,26.04761078861401
12:15:52:79,0.8621826,1.236023,9.907471,-0.14205933,-0.06135559,0.021820068,57.299805,-50.549316,-255.59998,10.021431699518425,0.15627372470067266,266.7767808058008,44.43493749999948,26.047610867331077
12:15:52:80,1.0441437,1.338974,9.996048,-0.15164185,-0.05496216,-0.013320923,56.9999695,-50.474548,-255.37491,10.139233849617519,0.1618441741084925,266.4827966261636,44.43493749999948,26.047610946048145
12:15:52:81,0.8909149,1.3653107,10.12294,-0.16868591,-0.062408447,-0.05593872,56.700134,-50.39978,-255.14984,10.253375878713141,0.1883584107087292,266.1888124465263,44.43493749999947,26.047611024765214
12:15:52:82,0.73768616,1.398819,10.321655,-0.19424438,-0.07307434,-0.08683777,56.700134,-50.7751465,-254.92477000000002,10.442099281487488,0.2249700794030017,266.04478921995775,44.434937499999464,26.047611103482282
12:15:52:83,0.6562805,1.3102417,10.644882,-0.21662903,-0.05496216,-0.09428406,56.700134,-51.150513,-254.6997,10.745275715449239,0.24256640253895448,265.9007659933892,44.434937499999464,26.04761118219935
12:15:52:84,0.6754303,1.259964,10.982468,-0.21556091,-0.020874023,-0.08470154,56.9999695,-50.7003785,-254.24957,11.07512161298819,0.2325437198347963,265.4480343149455,44.43493749999946,26.047611260916415
12:15:52:85,0.68022156,1.283905,11.257797,-0.18359375,0.013214111,-0.0740509,57.299805,-50.250244,-253.79944,11.351172041376293,0.1984056792518622,264.9953026365018,44.43493749999945,26.047611339633484
12:15:52:86,0.7975464,1.3246002,11.545105,-0.12501526,0.015350342,-0.06765747,57.749939,-49.950409,-253.35007000000002,11.648179918382871,0.1429754576113868,264.6066896693652,44.43493749999945,26.047611418350552
12:15:52:87,0.9244385,1.3461456,11.729446,-0.04084778,-0.0016937256,-0.06765747,58.200073,-49.650574,-252.9007,11.842575648210891,0.07905025669874446,264.2180767022287,44.43493749999944,26.04761149706762
12:15:52:88,1.1159668,1.3796692,11.655228,0.041168213,-0.013412476,-0.08576965,58.4251405,-49.650574,-253.4256,11.789538105121627,0.09607886934798121,264.7701506327686,44.43493749999944,26.04761157578469
12:15:52:89,1.1925812,1.367691,11.50679,0.10722351,-0.03152466,-0.11026001,58.650208,-49.650574,-253.9505,11.64899329101766,0.15699667222599276,265.32222456330857,44.434937499999435,26.047611654501758
12:15:52:90,1.2093353,1.4131927,11.332016,0.14131165,-0.06668091,-0.14434814,58.3503725,-49.950409,-254.250335,11.483648901782715,0.21272449719204933,265.59976440649416,44.43493749999943,26.047611733218822
12:15:52:91,1.1901855,1.3413696,11.19075,0.14024353,-0.10928345,-0.18377686,58.050537,-50.250244,-254.55017,11.33352105440822,0.2557050144643687,265.8773042496798,44.43493749999943,26.04761181193589
12:15:52:92,1.0585022,1.1977081,11.219482,0.11254883,-0.1401825,-0.22105408,56.999968499999994,-49.950409,-252.97546499999999,11.332771415171774,0.28492679537955934,264.0853800553025,44.43493749999942,26.04761189065296
