,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
19:08:26:00,-80.0,-83.0,-83.0,-82.0,-92.0,-93.0,-90.0,-50.0,-50.0,-50.0,-89.0,-91.0,-89.0,,-65.0,-64.0,-65.0,-45.0,-46.0,,-46.0,-89.0,-89.0,-79.0,-79.0,-79.0,,,,,,,,,,,,,,,,44.434933003382085,26.047784123577138
19:08:27:00,-86.0,-81.0,-82.0,-81.0,,-93.0,-93.0,-54.0,-53.0,-54.0,-89.0,-87.0,-89.0,,-73.0,-73.0,-73.0,-49.0,-49.0,,-49.0,,,-80.0,-79.0,-80.0,,,,,,,,-94.0,,,,,,,,44.434933003381225,26.0477998669895
19:08:28:00,-87.0,-82.0,-82.0,-79.0,-93.0,-94.0,-93.0,-54.0,-54.0,-54.0,-84.0,-84.0,-83.0,,-66.0,-66.0,-66.0,-44.0,-44.0,,-44.0,,,-79.0,-78.0,-79.0,,,,,,,,-89.0,-90.0,-92.0,,,,,,44.43493300338036,26.047815610401862
19:08:29:00,-81.0,-71.0,-71.0,-71.0,-85.0,-85.0,-85.0,-49.0,-49.0,-49.0,-73.0,-73.0,-71.0,,-69.0,-70.0,-70.0,-46.0,-45.0,-85.0,-45.0,-85.0,-85.0,-59.0,-58.0,-59.0,,,,,,,,-91.0,-90.0,-90.0,,,,,,44.43493300337942,26.047832703249572
19:08:30:00,-75.0,-69.0,-69.0,-67.0,-81.0,-84.0,-80.0,-52.0,-52.0,-52.0,-65.0,-64.0,-66.0,,-62.0,-62.0,-62.0,-49.0,-46.0,-82.0,-50.0,-82.0,-82.0,-55.0,-52.0,-55.0,,,,,,,,-84.0,-82.0,-80.0,-89.0,-94.0,-94.0,-94.0,,44.43493300337862,26.04784709722659
19:08:31:00,-64.0,-59.0,-58.0,-59.0,-90.0,-91.0,-91.0,-49.0,-49.0,-48.0,-63.0,-63.0,-62.0,,-63.0,-67.0,-65.0,-48.0,-48.0,-83.0,-48.0,-82.0,-82.0,-49.0,-49.0,-49.0,,,,,,,,-83.0,-85.0,-84.0,,,,,,44.43493300337763,26.047865089697865
19:08:32:00,-63.0,-76.0,-73.0,-75.0,,,,-47.0,-47.0,-47.0,-59.0,-59.0,-59.0,,-63.0,-63.0,-63.0,-40.0,-39.0,-89.0,-39.0,-87.0,-86.0,-61.0,-61.0,-60.0,,,,,,,,,-81.0,,,,,,,44.43493300337682,26.047879843524306
19:08:33:00,-73.0,-62.0,-62.0,-62.0,-92.0,-91.0,-90.0,-49.0,-49.0,-49.0,-78.0,-77.0,-78.0,,-64.0,-64.0,-65.0,-50.0,-49.0,-86.0,-50.0,-86.0,-85.0,-73.0,-74.0,-75.0,,,,,,,,-82.0,-83.0,-83.0,,,,,,44.43493685761199,26.047884881416262
19:08:36:00,-73.0,-62.0,-62.0,-62.0,-92.0,-91.0,-90.0,-49.0,-49.0,-49.0,-78.0,-77.0,-78.0,,-64.0,-64.0,-65.0,-50.0,-49.0,-86.0,-50.0,-86.0,-85.0,-73.0,-74.0,-75.0,,,,,,,,-82.0,-83.0,-83.0,,,,,,44.43493749998392,26.047896663583842
19:08:37:00,-71.0,-71.0,-73.0,-73.0,-89.0,-89.0,-84.0,-51.0,-51.0,-51.0,-75.0,-74.0,-74.0,,-65.0,-65.0,-65.0,-44.0,-46.0,-84.0,-45.0,-84.0,-84.0,-71.0,-70.0,-70.0,,,,,,,,-86.0,-83.0,-84.0,,,,,,44.43493749998373,26.047902514039468
19:08:39:00,-77.0,-70.0,-67.0,-71.0,,,,-58.0,-57.0,-57.0,-79.0,-79.0,-79.0,,-60.0,-57.0,-58.0,-48.0,-49.0,-87.0,-51.0,-86.0,-85.0,-78.0,-78.0,-79.0,,,,,,,,,,,,,,,,44.43493046181461,26.047903773512555
19:08:40:00,-75.0,-68.0,-70.0,-70.0,-90.0,-90.0,-90.0,-61.0,-61.0,-61.0,-80.0,-81.0,-82.0,,-71.0,-71.0,-72.0,-49.0,-50.0,,-50.0,,-88.0,-77.0,-77.0,-76.0,,,,,,,,-90.0,-88.0,-89.0,,,,,,44.43492351053649,26.047903773512555
19:08:41:00,-77.0,-77.0,-77.0,-77.0,-89.0,-88.0,-88.0,-59.0,-59.0,-59.0,-70.0,-71.0,-71.0,,-76.0,-76.0,-76.0,-56.0,-55.0,-86.0,-56.0,-87.0,-86.0,-75.0,-74.0,-74.0,,,,,,,,-92.0,-89.0,-91.0,,,,,,44.43491276863953,26.047903773512555
19:08:42:00,-80.0,,,,-90.0,-90.0,-88.0,-69.0,-69.0,-69.0,,,,,-77.0,-77.0,-77.0,-59.0,-59.0,-86.0,-59.0,-85.0,-85.0,-81.0,-80.0,-80.0,,,,,,,,-92.0,-93.0,-93.0,,,,,,44.43490040296744,26.047903773512555
19:08:43:00,-86.0,-79.0,-79.0,-79.0,-91.0,-93.0,-93.0,-67.0,-67.0,-67.0,-72.0,-72.0,-72.0,,-76.0,-75.0,-74.0,-62.0,-63.0,,-63.0,,,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43488983593857,26.047903773512555
19:08:44:00,-82.0,-73.0,-73.0,-71.0,-90.0,-91.0,-90.0,-64.0,-64.0,-64.0,-77.0,-78.0,-78.0,,-75.0,-75.0,-75.0,-62.0,-62.0,,-62.0,,-89.0,-79.0,-78.0,-79.0,,,,,,,,-92.0,,-91.0,,,,,,44.43488054294864,26.047903773512555
19:08:45:00,-87.0,,,,-93.0,-89.0,-92.0,-64.0,-65.0,-65.0,,,,,-80.0,-79.0,-81.0,-58.0,-57.0,,-58.0,,,-79.0,-79.0,-79.0,,,,,,,,-94.0,-93.0,,,,,,,44.43487454747099,26.04790881139947
19:08:46:00,-75.0,-73.0,-73.0,-73.0,-90.0,-90.0,-88.0,-65.0,-66.0,-66.0,-84.0,-83.0,-84.0,,-77.0,-76.0,-76.0,-61.0,-62.0,,-62.0,-89.0,-88.0,-79.0,,-79.0,,,,,,,,-92.0,-91.0,-91.0,,,,,,44.43487454747022,26.047922665588494
19:08:47:00,-80.0,-77.0,-77.0,-77.0,-89.0,-88.0,-88.0,-60.0,-60.0,-60.0,-86.0,-87.0,-87.0,,-76.0,-76.0,-76.0,-59.0,-59.0,,-60.0,,,,,,,,,,,,,,,,,,,,,44.43487454746946,26.047936519777515
19:08:48:00,-82.0,-78.0,-77.0,-79.0,-91.0,-91.0,-91.0,-65.0,-65.0,-66.0,-82.0,-82.0,-80.0,,-71.0,-72.0,-71.0,-61.0,-61.0,,-61.0,,,-79.0,-78.0,-79.0,,,,,,,,,,,,,,,,44.43487945285976,26.04794155766443
19:08:49:00,-83.0,-75.0,-75.0,-75.0,,,,-61.0,-61.0,-61.0,-84.0,-83.0,-83.0,,-76.0,-76.0,-75.0,-54.0,-54.0,,-54.0,,-88.0,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43488853691638,26.04794155766443
19:08:50:00,-80.0,-84.0,-83.0,-83.0,-89.0,-87.0,-89.0,-60.0,-60.0,-60.0,-86.0,-77.0,-79.0,,-73.0,-72.0,-73.0,-57.0,-57.0,,-57.0,,,-80.0,-78.0,-78.0,,,,,,,,-93.0,-93.0,-93.0,,,,,,44.43489927881335,26.04794155766443
19:08:51:00,-77.0,-67.0,-69.0,-67.0,-89.0,-88.0,-88.0,-60.0,-59.0,-60.0,-72.0,-72.0,-72.0,,-70.0,-70.0,-67.0,-55.0,-57.0,-86.0,-56.0,-88.0,-87.0,-77.0,-77.0,-76.0,,,,,,,,-92.0,,,,,,,,44.43490952108719,26.04794155766443
19:08:52:00,-71.0,-67.0,-67.0,-70.0,,,,-61.0,-61.0,-62.0,-73.0,-73.0,-73.0,,-63.0,-63.0,-63.0,-52.0,-54.0,-88.0,-53.0,-87.0,-86.0,-78.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43492114867966,26.04794155766443
19:08:54:00,-71.0,-67.0,-67.0,-70.0,,,,-61.0,-61.0,-62.0,-73.0,-73.0,-73.0,,-63.0,-63.0,-63.0,-52.0,-54.0,-88.0,-53.0,-87.0,-86.0,-78.0,-77.0,-77.0,,,,,,,,,,,,,,,,44.43493749998159,26.04794155766443
19:08:54:01,-81.0,-82.0,-81.0,-81.0,-92.0,-92.0,-94.0,-61.0,-61.0,-62.0,-86.0,-89.0,-87.0,,-60.0,-62.0,-62.0,-46.0,-46.0,-84.0,-47.0,-85.0,-85.0,-75.0,-73.0,-75.0,,,,,,,,,,,,,,,,44.43493749998159,26.047941467702067
19:08:55:00,-74.0,-65.0,-64.0,-64.0,-91.0,-93.0,-91.0,-56.0,-56.0,-56.0,-75.0,-75.0,-76.0,,-59.0,-59.0,-59.0,-47.0,-47.0,-88.0,-48.0,-86.0,-85.0,-74.0,-73.0,-74.0,,,,,,,,-89.0,-89.0,-90.0,,,,,,44.434937499981224,26.0479318253724
19:08:56:00,-74.0,-65.0,-64.0,-64.0,-91.0,-93.0,-91.0,-56.0,-56.0,-56.0,-75.0,-75.0,-76.0,,-59.0,-59.0,-59.0,-47.0,-47.0,-88.0,-48.0,-86.0,-85.0,-74.0,-73.0,-74.0,,,,,,,,-89.0,-89.0,-90.0,,,,,,44.43493749998056,26.04791986673906
19:08:57:00,-66.0,-60.0,-60.0,-60.0,-87.0,-89.0,-89.0,-51.0,-50.0,-50.0,-74.0,-74.0,-72.0,,-61.0,-61.0,-61.0,-48.0,-49.0,-82.0,-45.0,-82.0,-82.0,-66.0,-63.0,-64.0,,,,,,,,-85.0,-84.0,-82.0,,,,,,44.43493749997994,26.047906922154564
19:08:58:00,-66.0,-60.0,-60.0,-60.0,-87.0,-89.0,-89.0,-51.0,-50.0,-50.0,-74.0,-74.0,-72.0,,-61.0,-61.0,-61.0,-48.0,-49.0,-82.0,-45.0,-82.0,-82.0,-66.0,-63.0,-64.0,,,,,,,,-85.0,-84.0,-82.0,,,,,,44.43493749997977,26.047900624789136
19:09:02:00,-65.0,-57.0,-58.0,-57.0,-81.0,-85.0,-80.0,-53.0,-54.0,-53.0,-72.0,-72.0,-73.0,,-60.0,-60.0,-60.0,-41.0,-41.0,-82.0,-41.0,-82.0,-81.0,-72.0,-72.0,-73.0,,,,,,,,-86.0,-84.0,-85.0,,,,,,44.43493749997906,26.047886242968087
19:09:03:00,-66.0,-55.0,-55.0,-55.0,-85.0,-88.0,-87.0,-48.0,-47.0,-47.0,-61.0,-61.0,-61.0,,-58.0,-58.0,-58.0,-47.0,-47.0,-80.0,-47.0,-81.0,-80.0,-59.0,-59.0,-59.0,,,,,,,,-91.0,-92.0,-89.0,,,,,,44.43494135421443,26.047884881375563
19:09:04:00,-65.0,-59.0,-59.0,-57.0,-83.0,-80.0,-79.0,-44.0,-44.0,-44.0,-60.0,-60.0,-60.0,-94.0,-60.0,-60.0,-60.0,-44.0,-44.0,-79.0,-45.0,-79.0,-79.0,-62.0,-62.0,-63.0,-94.0,-93.0,,,,,,-82.0,-82.0,-82.0,,,,,,44.43494199658631,26.04787228664373
19:09:05:00,-65.0,-50.0,-50.0,-50.0,-85.0,-82.0,-83.0,-52.0,-52.0,-51.0,-77.0,-77.0,-77.0,,-53.0,-54.0,-53.0,-44.0,-45.0,-81.0,-46.0,-81.0,-81.0,-74.0,-73.0,-73.0,,,,,,,,-91.0,-88.0,-91.0,,,,,,44.43494199658532,26.04785429416969
19:09:06:00,-59.0,-53.0,-53.0,-53.0,-81.0,-80.0,-80.0,-50.0,-50.0,-50.0,-78.0,-78.0,-78.0,,-59.0,-59.0,-58.0,-49.0,-49.0,-80.0,-50.0,-79.0,-79.0,-75.0,-76.0,-76.0,,,,,,,,-91.0,-92.0,-91.0,,,,,,44.43494199658446,26.047838700692182
19:09:07:00,-66.0,-50.0,-50.0,-50.0,-86.0,-86.0,-87.0,-56.0,-56.0,-56.0,-83.0,-83.0,-83.0,,-53.0,-53.0,-53.0,-53.0,-53.0,-83.0,-53.0,-82.0,-82.0,-81.0,-80.0,-81.0,-92.0,-90.0,,,,,,-92.0,,-91.0,,,,,,44.43494199658362,26.047823482057886
19:09:08:00,-70.0,-50.0,-50.0,-50.0,-87.0,-87.0,-84.0,-63.0,-63.0,-63.0,-83.0,-84.0,-84.0,-97.0,-54.0,-55.0,-55.0,-50.0,-50.0,-83.0,-49.0,-84.0,-83.0,-79.0,-79.0,-79.0,-93.0,-91.0,,,,,,-92.0,-90.0,-93.0,,,,,,44.434941996582914,26.047810572457763
19:09:09:00,-70.0,-50.0,-50.0,-50.0,-87.0,-87.0,-84.0,-63.0,-63.0,-63.0,-83.0,-84.0,-84.0,-97.0,-54.0,-55.0,-55.0,-50.0,-50.0,-83.0,-49.0,-84.0,-83.0,-79.0,-79.0,-79.0,-93.0,-91.0,,,,,,-92.0,-90.0,-93.0,,,,,,44.434941996582076,26.0477953188381
19:09:10:02,-62.0,-50.0,-50.0,-50.0,-81.0,-81.0,-81.0,-59.0,-58.0,-59.0,-89.0,-91.0,-90.0,-89.0,-50.0,-50.0,-50.0,-53.0,-54.0,-77.0,-53.0,-76.0,-76.0,-85.0,-85.0,-84.0,-89.0,-87.0,,,,,,-94.0,,-95.0,,,,,,44.43494199658133,26.047779505452578
19:09:11:00,-64.0,-49.0,-49.0,-49.0,-82.0,-81.0,-82.0,-66.0,-66.0,-66.0,-85.0,-85.0,-85.0,-85.0,-49.0,-49.0,-49.0,-52.0,-52.0,-77.0,-52.0,-77.0,-77.0,-85.0,-85.0,-86.0,-82.0,-84.0,,,,,,-94.0,,-95.0,,,,,,44.434941996580804,26.04776613104688
19:09:12:00,-63.0,-39.0,-39.0,-39.0,-73.0,-73.0,-68.0,-71.0,-71.0,-72.0,-88.0,-87.0,-88.0,-80.0,-48.0,-48.0,-48.0,-53.0,-53.0,-66.0,-54.0,-66.0,-67.0,-85.0,-83.0,-84.0,-81.0,-81.0,,,,,,,,-94.0,,,,,,44.434941996580164,26.047750117744982
19:09:13:00,-59.0,-41.0,-42.0,-42.0,,,,-66.0,-67.0,-66.0,-91.0,-91.0,-91.0,-82.0,-44.0,-43.0,-43.0,-58.0,-58.0,-70.0,,-71.0,-70.0,-83.0,-82.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,44.43494199657976,26.04773584371558
19:09:14:00,-57.0,-49.0,-49.0,-49.0,-62.0,-63.0,-62.0,-65.0,-64.0,-65.0,-83.0,-83.0,-85.0,-77.0,-46.0,-46.0,-46.0,-62.0,-62.0,-57.0,-62.0,-57.0,-57.0,-84.0,-83.0,-83.0,-77.0,-77.0,-92.0,-94.0,-92.0,,,,,-94.0,,,,,,44.43494199657901,26.047721149861776
19:09:15:00,-53.0,-42.0,-42.0,-42.0,-64.0,-65.0,-65.0,-63.0,-63.0,-63.0,-85.0,-86.0,-85.0,-84.0,-43.0,-43.0,-42.0,-55.0,-55.0,-59.0,-55.0,-59.0,-58.0,-81.0,-82.0,-81.0,-83.0,-85.0,,,,,,,,,,,,,,44.43494199657809,26.047704356886005
19:09:16:00,-56.0,-38.0,-38.0,-38.0,,,,-66.0,-65.0,-65.0,-88.0,-89.0,-88.0,-85.0,-45.0,-46.0,-46.0,-61.0,-61.0,-52.0,-62.0,-53.0,-52.0,-85.0,-85.0,-86.0,-85.0,-85.0,,,,,,,,,,,,,,44.43494019793442,26.047695960398116
19:09:17:00,-52.0,-41.0,-41.0,-41.0,,,,-62.0,-62.0,-62.0,-89.0,-89.0,-89.0,-84.0,-45.0,-45.0,-44.0,-63.0,-62.0,-66.0,-62.0,-66.0,-65.0,-86.0,-85.0,-86.0,-84.0,-79.0,,,,,,,,,,,,,,44.43493749996934,26.047691380495984
19:09:18:00,-52.0,-52.0,-52.0,-52.0,-87.0,-88.0,-86.0,-78.0,-77.0,-77.0,-88.0,-90.0,-90.0,-82.0,-49.0,-50.0,-49.0,-70.0,-70.0,-75.0,-69.0,-74.0,-74.0,-85.0,-85.0,-84.0,-83.0,-82.0,,,,,,,,,,,,,,44.43493749996884,26.047681476457626
19:09:22:00,-49.0,-69.0,-66.0,-66.0,-76.0,-76.0,-76.0,-79.0,-79.0,-78.0,-93.0,-93.0,-92.0,,-47.0,-47.0,-47.0,-61.0,-62.0,-73.0,-61.0,-73.0,-73.0,-84.0,-84.0,-85.0,,,,,,,,,,,,,,,,44.4349374999681,26.047665835163492
19:09:23:00,-56.0,-55.0,-54.0,-55.0,-72.0,-72.0,-73.0,-71.0,-71.0,-71.0,-89.0,-89.0,-90.0,-89.0,-53.0,-53.0,-53.0,-64.0,-64.0,-72.0,-64.0,-73.0,-73.0,-88.0,-88.0,-86.0,-90.0,-90.0,,,,,,,,,,,,,-96.0,44.4349374999676,26.04765691673245
19:09:24:00,-49.0,-49.0,-49.0,-49.0,-74.0,-74.0,-74.0,-78.0,-77.0,-78.0,-91.0,-91.0,-89.0,-88.0,-51.0,-51.0,-52.0,-62.0,-62.0,-69.0,-62.0,-70.0,-70.0,-85.0,-85.0,-85.0,-88.0,-89.0,,,,,,,,,,,,,,44.43493749996681,26.047642432791964
