,ax,ay,az,gx,gy,gz,mx,my,mz,a_total,g_total,m_total
11:05:07:87,0.7616272,0.29270935,9.909866,,,,,,,9.94339976533747,,
11:05:07:88,0.7975464,0.21609497,9.80452,,,,,,,9.839277906767968,,
11:05:07:89,0.90527344,0.13708496,10.192368,,,,,,,10.233409878180959,,
11:05:07:90,0.8885193,0.19932556,10.192368,,,,,,,10.232964510481105,,
11:05:07:91,0.8382416,0.21369934,9.955353,,,,,,,9.9928659423859,,
11:05:07:92,0.7915573250000001,0.23045348999999998,9.909859,,,,52.49939,-50.849915,-264.75067,9.944201264350877,,274.65399518544825
11:05:07:93,0.74487305,0.24720764,9.864365,,,,52.55779722222222,-50.833215055555556,-264.65064,9.895536586315856,,274.56583868803614
11:05:07:94,0.8334503,0.24003601,9.8715515,,,,52.61620444444444,-50.816515111111116,-264.55061,9.909580501000992,,274.47768219062397
11:05:07:95,0.80711365,0.2807312,9.823669,0.037979126,-0.018737793,0.050582886,52.674611666666664,-50.79981516666667,-264.45058,9.860766454603352,0.06597080607604944,274.38952569321185
11:05:07:96,0.8153601777777778,0.28631761111111115,9.853995000000001,0.053955078,0.04411316,0.051651,52.733018888888886,-50.78311522222222,-264.35055,9.891836813860811,0.08674645311579998,274.30136919579974
11:05:07:97,0.8236067055555556,0.2919040222222222,9.884321,0.018798828,0.026000977,0.044189453,52.79142611111111,-50.76641527777778,-264.25052,9.922907173118272,0.054609106342874005,274.21321269838757
11:05:07:98,0.8318532333333334,0.29749043333333336,9.914647,-0.041915894,0.11868286,0.03781128,52.84983333333333,-50.749715333333334,-264.15049,9.953977532375731,0.13142395642666233,274.12505620097545
11:05:07:99,0.8400997611111112,0.30307684444444444,9.944973000000001,-0.08239746,0.18153381,0.041000366,52.90824055555555,-50.73301538888889,-264.05046,9.98504789163319,0.20353106789800335,274.03689970356334
11:05:08:00,0.8483462888888889,0.30866325555555557,9.975299,-0.05683899,0.12294006,0.029281616,52.96664777777777,-50.71631544444445,-263.95043,10.016118250890651,0.13857251593514192,273.94874320615116
11:05:08:01,0.8565928166666666,0.31424966666666665,10.005625,0.026260376,-0.036849976,0.011169434,53.025054999999995,-50.6996155,-263.85040000000004,10.04718861014811,0.04660777118402368,273.86058670873905
11:05:08:02,0.8648393444444444,0.3198360777777778,10.035951,0.042236328,-0.12420654,0.029281616,53.083462222222224,-50.68291555555555,-263.75037000000003,10.078258969405569,0.134419436902803,273.77243021132693
11:05:08:03,0.8730858722222222,0.3254224888888889,10.066277,0.05076599,-0.05708313,0.032485962,53.141869444444445,-50.66621561111111,-263.65034,10.10932932866303,0.08301209067565064,273.68427371391476
11:05:08:04,0.8813324,0.3310089,10.096603,0.051818848,-0.025131226,0.03353882,53.20027666666667,-50.649515666666666,-263.55031,10.140399687920489,0.06664550979100227,273.59611721650265
11:05:08:05,0.7759857,0.26158142,10.091812,0.051818848,-0.020469665875,0.03367233425,53.25868388888889,-50.63281572222222,-263.45028,10.124981387105741,0.06625082389059557,273.50796071909053
11:05:08:06,0.79992676,0.3022766,10.108582,0.051818848,-0.01580810575,0.0338058485,53.31709111111111,-50.61611577777778,-263.35025,10.144687477443338,0.06585613799018887,273.41980422167836
11:05:08:07,0.8693695,0.15383911,9.905075,0.051818848,-0.011146545624999999,0.03393936275,53.37549833333333,-50.59941583333333,-263.25022,9.944344149058843,0.06546145208978217,273.33164772426625
11:05:08:08,0.9124603,0.25679016,9.665649,0.051818848,-0.006484985499999998,0.034072877,53.433905555555555,-50.582715888888885,-263.15019,9.712018100093816,0.06506676618937547,273.24349122685413
11:05:08:09,0.9100647,0.30467224,9.826065,0.051818848,-0.0018234253749999998,0.034206391249999996,53.49231277777778,-50.566015944444445,-263.05016,9.872821092080912,0.06467208028896877,273.15533472944196
11:05:08:10,0.8909149,0.31425476,9.818878,0.051818848,0.002838134750000002,0.0343399055,53.55072,-50.549316,-262.95013,9.864220729084922,0.06427739438856207,273.06717823202985
11:05:08:11,0.89331055,0.3381958,9.818878,0.051818848,0.007499694875000004,0.03447341975,53.700256,-50.100708,-262.8006,9.865229106146645,0.06388270848815537,272.86984772401433
11:05:08:12,0.7831726,0.34776306,9.833252,0.051818848,0.012161255,0.034606934,53.6064145,-49.76310725,-262.61310749999996,9.87051890038185,0.06348802258774867,272.6101468678339
11:05:08:13,0.801370234,0.346328734,9.8313354,-0.02168274,0.152771,0.0473938,53.512573,-49.4255065,-262.425615,9.870088165118702,0.16141651691616815,272.35044601165356
11:05:08:14,0.819567868,0.344894408,9.829418800000001,-0.03126526,0.12294006,0.038864136,53.4187315,-49.08790575,-262.2381225,9.869657429855556,0.13267326747577185,272.09074515547314
11:05:08:15,0.837765502,0.343460082,9.8275022,-0.0035705566,-0.040039062,0.0154418945,53.324889999999996,-48.750305,-262.05062999999996,9.869226694592408,0.04306190272181175,271.8310442992928
11:05:08:16,0.8559631360000001,0.34202575599999996,9.8255856,-0.044052124,0.06541443,-0.009063721,53.2310485,-48.41270425,-261.8631375,9.868795959329262,0.07938380388657447,271.57134344311237
11:05:08:17,0.87416077,0.34059143,9.823669,-0.055770874,0.08459473,-0.009063721,53.137207,-48.0751035,-261.675645,9.868365224066114,0.10172909991178836,271.31164258693195
11:05:08:18,0.77838135,0.31903076,9.878738,-0.05569458014285714,0.08398546785714286,-0.008759635114285715,53.0433655,-47.73750275,-261.4881525,9.914490537818775,0.10116385795897725,271.0519417307516
11:05:08:19,0.7735901,0.34536743,9.933807,-0.05561828628571428,0.08337620571428572,-0.008455549228571429,52.949524,-47.399902,-261.30066,9.969866690070225,0.10059861600616615,270.7922408745712
11:05:08:20,0.7625179375,0.33908271624999997,9.947572375,-0.05554199242857143,0.08276694357142858,-0.008151463342857143,52.949524,-47.67261818181818,-261.4779390909091,9.982581639608425,0.10003337405335505,271.0122089642446
11:05:08:21,0.751445775,0.33279800249999997,9.96133775,-0.05546569857142857,0.08215768142857144,-0.007847377457142857,52.949524,-47.94533436363636,-261.65521818181816,9.995296589146625,0.09946813210054395,271.2321770539181
11:05:08:22,0.7403736125,0.32651328874999996,9.975103125,-0.05538940471428572,0.0815484192857143,-0.007543291571428572,52.949524,-48.218050545454545,-261.83249727272727,10.008011538684825,0.09890289014773285,271.45214514359157
11:05:08:23,0.7293014499999999,0.320228575,9.988868499999999,-0.055313110857142855,0.08093915714285715,-0.007239205685714286,52.949524,-48.49076672727273,-262.0097763636364,10.020726488223023,0.09833764819492175,271.672113233265
11:05:08:24,0.7182292874999999,0.31394386125,10.002633874999999,-0.055236817,0.08032989500000001,-0.0069351198,52.949524,-48.76348290909091,-262.18705545454543,10.033441437761223,0.09777240624211064,271.8920813229385
11:05:08:25,0.7071571249999999,0.3076591475,10.01639925,-0.055160523142857146,0.07972063285714286,-0.0066310339142857146,52.949524,-49.036199090909086,-262.36433454545454,10.046156387299423,0.09720716428929953,272.11204941261195
11:05:08:26,0.6960849625,0.30137443375,10.030164625,-0.055084229285714284,0.07911137071428571,-0.006326948028571429,52.949524,-49.30891527272727,-262.5416136363636,10.058871336837623,0.09664192233648843,272.33201750228545
11:05:08:27,0.6850128,0.29508972,10.04393,-0.05500793542857143,0.07850210857142857,-0.006022862142857143,52.949524,-49.58163145454545,-262.7188927272727,10.071586286375823,0.09607668038367732,272.5519855919589
11:05:08:28,0.68022156,0.27114868,9.68959,-0.054931641571428574,0.07789284642857143,-0.005718776257142857,52.949524,-49.854347636363634,-262.8961718181818,9.71722065950211,0.09551143843086622,272.77195368163234
11:05:08:29,0.7831726,0.2591858,10.034363,-0.05485534771428572,0.07728358428571429,-0.005414690371428572,52.949524,-50.12706381818182,-263.07345090909087,10.068216198318419,0.09494619647805512,272.99192177130584
11:05:08:30,0.7759857,0.20172119,10.206741,-0.05477905385714286,0.07667432214285715,-0.005110604485714286,52.949524,-50.39978,-263.25073,10.238183778687532,0.09438095452524402,273.2118898609793
11:05:08:31,0.789395128,0.20746765,10.134914799999999,-0.05470276,0.07606506,-0.0048065186,53.700256,-48.599243,-261.30066,10.167810140417922,0.09381571257243292,271.15242730072356
11:05:08:32,0.802804556,0.21321411,10.063088599999999,0.03477478,-0.1252594,-0.015457153,53.3102414,-48.7493896,-261.750488,10.097436502148312,0.13091266627516912,271.5376899913729
11:05:08:33,0.816213984,0.21896057000000002,9.9912624,-0.07707214,-0.00062561035,-0.021850586,52.9202268,-48.8995362,-262.200316,10.027062863878703,0.08011213554158335,271.92295268202224
11:05:08:34,0.829623412,0.22470703,9.9194362,-0.00036621094,-0.06561279,-0.002670288,52.5302122,-49.0496828,-262.650144,9.956689225609093,0.06566812590625394,272.30821537267155
11:05:08:35,0.84303284,0.23045349,9.84761,-0.00569915772,-0.08905029,-0.0106658935,52.1401976,-49.1998294,-263.099972,9.886315587339483,0.09011290235676281,272.6934780633209
11:05:08:36,0.859787,0.26397705,9.864365,-0.0110321045,-0.11248779,-0.018661499,51.750183,-49.349976,-263.5498,9.905282147496894,0.11455767880727168,273.07874075397024
11:05:08:37,0.7999343999999999,0.22327423,9.907463499999999,-0.02647399925,-0.081062315,-0.021850585999999998,52.649943,-49.450175333333334,-263.8000466666667,9.942499225697373,0.09209170799756158,273.512684911302
11:05:08:38,0.7400818,0.18257141,9.950562,-0.041915894,-0.04963684,-0.025039673,53.549703,-49.55037466666666,-264.05029333333334,9.979716303897852,0.06962573718785149,273.9466290686338
11:05:08:39,0.69818115,0.155036925,9.9433825,-0.046173096,-0.02406311,-0.022918701,54.449463,-49.650574,-264.30054,9.969192721549948,0.056888091131841616,274.3805732259656
11:05:08:40,0.6562805,0.12750244,9.936203,-0.04937744,0.007888794,-0.022918701,53.249359,-49.575041999999996,-263.47504000000004,9.958669139202046,0.05500574067545529,273.33736452737173
11:05:08:41,0.67063904,0.14904785,10.003235,-0.04084778,0.015350342,-0.0037384033,52.049255,-49.49951,-262.64954,10.026798215222382,0.04379668697149152,272.29415582877783
11:05:08:42,0.678300476,0.147372435,10.0106569,-0.03909846871428571,0.015122550071428572,-0.004804338707142857,52.058696375000004,-49.462030625,-262.780860625,10.034717069678829,0.042642306215393874,272.41593143099044
11:05:08:43,0.685961912,0.14569702,10.0180788,-0.03734915742857143,0.014894758142857142,-0.0058702741142857146,52.068137750000005,-49.42455125,-262.91218125,10.042635924135276,0.04148792545929623,272.5377070332031
11:05:08:44,0.6936233479999999,0.144021605,10.0255007,-0.03559984614285714,0.014666966214285714,-0.006936209521428572,52.077579125,-49.387071875000004,-263.043501875,10.050554778591724,0.04033354470319858,272.6594826354157
11:05:08:45,0.7012847839999999,0.14234619,10.0329226,-0.03385053485714286,0.014439174285714285,-0.008002144928571429,52.0870205,-49.3495925,-263.1748225,10.058473633048171,0.039179163947100935,272.7812582376283
11:05:08:46,0.70894622,0.140670775,10.0403445,-0.03210122357142857,0.014211382357142857,-0.009068080335714285,52.096461875,-49.312113124999996,-263.306143125,10.066392487504618,0.03802478319100329,272.903033839841
11:05:08:47,0.716607656,0.13899535999999998,10.0477664,-0.030351912285714287,0.013983590428571429,-0.010134015742857144,52.10590325,-49.27463375,-263.43746375,10.074311341961065,0.036870402434905636,273.0248094420536
11:05:08:48,0.724269092,0.137319945,10.0551883,-0.028602601,0.0137557985,-0.011199951150000002,52.115344625,-49.237154375,-263.568784375,10.082230196417513,0.03571602167880799,273.14658504426626
11:05:08:49,0.7319305279999999,0.13564452999999999,10.0626102,-0.026853289714285716,0.013528006571428572,-0.012265886557142858,52.124786,-49.199675,-263.700105,10.090149050873961,0.03456164092271034,273.26836064647887
11:05:08:50,0.7395919639999999,0.133969115,10.070032099999999,-0.025103978428571427,0.013300214642857142,-0.013331821964285716,52.134227375,-49.162195624999995,-263.831425625,10.098067905330408,0.0334072601666127,273.3901362486915
11:05:08:51,0.7472534,0.1322937,10.077454,-0.023354667142857142,0.013072422714285714,-0.014397757371428573,52.14366875,-49.12471625,-263.96274625,10.105986759786855,0.03225287941051505,273.51191185090414
11:05:08:52,0.9196472,0.31185913,9.852402,-0.021605355857142856,0.012844630785714285,-0.015463692778571429,52.153110125,-49.087236875,-264.094066875,9.900143042352276,0.031098498654417404,273.63368745311675
11:05:08:53,0.8813324,0.28552246,9.612976,-0.01985604457142857,0.012616838857142857,-0.01652962818571429,52.1625515,-49.0497575,-264.2253875,9.657514040943985,0.029944117898319758,273.7554630553294
11:05:08:54,0.804718,0.19692993,9.988861,-0.018106733285714285,0.012389046928571429,-0.017595563592857147,52.171992875,-49.012278124999995,-264.356708125,10.023158012032676,0.028789737142222112,273.877238657542
11:05:08:55,0.816688525,0.194538115,10.004425,-0.016357422,0.012161255,-0.018661499,52.181434249999995,-48.97479875,-264.48802875,10.039606907852006,0.027635356386124462,273.99901425975463
11:05:08:56,0.82865905,0.1921463,10.019988999999999,-0.041915894,0.00044250488,-0.014389038,52.190875625,-48.937319375,-264.619349375,10.056055803671336,0.04431909740680087,274.1207898619673
11:05:08:57,0.840629575,0.189754485,10.035553,0.002822876,-0.0016937256,-0.006942749,52.200317,-48.89984,-264.75067,10.072504699490667,0.007683690454233067,274.2425654641799
11:05:08:58,0.8526001,0.18736267,10.051117,0.012413025,-0.0080871583,-0.0021438598499999998,53.250122,-48.150635,-263.25073,10.088953595309997,0.017078880038276237,272.86444618061
11:05:08:59,0.7520447,0.14186096,9.828461,0.022003174,-0.014480591,0.0026550293,52.049255,-48.750305,-263.40027,9.858211875958602,0.02647406962231941,272.88352720477826
11:05:08:60,0.77000429,0.1568260175,9.864971500000001,0.02305603,-0.016601562,0.005844116,52.1994016,-48.6001586,-263.460084,9.896284838266652,0.029005966145298455,272.94349064376735
11:05:08:61,0.78796388,0.17179107500000002,9.901482000000001,0.0238571165,-0.0056838984999999995,0.005313873125,52.3495482,-48.450012199999996,-263.519898,9.934357800574704,0.03122879811494816,273.00345408275643
11:05:08:62,0.80592347,0.1867561325,9.9379925,0.024658203,0.005233765000000001,0.00478363025,52.4996948,-48.2998658,-263.579712,9.972430762882755,0.033451630084597866,273.0634175217456
11:05:08:63,0.82388306,0.20172119,9.974503,0.0254592895,0.016151428500000002,0.004253387375,52.6498414,-48.149719399999995,-263.639526,10.010503725190805,0.03567446205424757,273.12338096073466
11:05:08:64,0.82865906,0.14904785,9.751846,0.026260376,0.027069092,0.0037231445,52.799988,-47.999573,-263.69934,9.788125025101882,0.03789729402389728,273.18334439972375
11:05:08:65,0.7712097,0.23524475,9.519608,-0.0014343262,0.016418457,0.012237549,50.849915,-48.30017,-263.69934,9.553692530505712,0.020527557756251872,272.86619833532285
11:05:08:66,0.883728,0.2591858,9.522003,-0.013153076,0.010025024,0.014373779,52.0500185,-49.349975,-263.24996999999996,9.566435782929535,0.021911413400399184,272.8514526592493
11:05:08:67,0.9866791,0.2807312,9.720718,-0.04298401,-0.011276245,0.010101318,53.250122,-50.39978,-262.8006,9.774697135387584,0.04557209060727025,272.8367069831757
11:05:08:68,1.0513306,0.28552246,9.888306,-0.05256653,-0.029388428,0.005844116,53.7750245,-49.949645000000004,-263.47504,9.948136240286258,0.06050680514102145,273.5074042457562
11:05:08:69,0.96273804,0.26397705,10.178009,-0.03552246,-0.05921936,-0.012268066,54.299927,-49.49951,-264.14948,10.226847785152115,0.07013760194532999,274.17810150833674
11:05:08:70,0.94358826,0.21847534,10.271378,0.0006866455,-0.04750061,-0.018661499,52.950287,-49.874877,-264.14948,10.316942197060229,0.05103950408597022,273.98560072635405
11:05:08:71,0.88612366,0.15144348,10.158859,0.033721924,-0.038986206,-0.018661499,51.600647,-50.250244,-264.14948,10.198557076877458,0.05482101751575953,273.79309994437136
11:05:08:72,0.79515076,0.13948059,9.902679,0.041168213,-0.019805908,-0.017593384,51.900482,-49.575041999999996,-264.45007499999997,9.93553073283739,0.04895531548146012,274.01783270427563
11:05:08:73,0.7544403,0.17298889,9.775787,0.017730713,0.013214111,-0.006942749,52.200317,-48.89984,-264.75067,9.806381432092905,0.023177417386018032,274.2425654641799
11:05:08:74,0.78556824,0.20651245,9.759018,-0.008895874,0.05050659,0.009048462,52.725219499999994,-48.7495415,-263.77563499999997,9.792762489513654,0.0520761641465404,273.37620674728646
11:05:08:75,0.84542847,0.20411682,9.833252,-0.029129028,0.066482544,0.016494751,53.250122,-48.599243,-262.8006,9.871639067024152,0.07443457354945161,272.5098480303931
11:05:08:76,0.8813324,0.24003601,9.897888,-0.04084778,0.040908813,0.017562866,53.025054999999995,-49.0493765,-263.8504,9.939947230540536,0.06041958601423321,273.55947254061886
11:05:08:77,0.9172516,0.24481201,10.0846405,-0.03552246,0.016418457,0.011169434,52.799988,-49.49951,-264.9002,10.129227879368845,0.04069603359779433,274.60909705084464
11:05:08:78,0.90049744,0.24241638,10.166046,-0.009963989,0.00044250488,0.009048462,53.025054999999995,-49.199675,-263.7001,10.208729236043773,0.013466683033560595,273.44144639392863
11:05:08:79,0.8909149,0.20890808,10.125336,0.027328491,-0.009155273,0.007980347,53.250122,-48.89984,-262.5,10.16660223761249,0.029905708188939766,272.2737957370126
11:05:08:80,0.8478241,0.20411682,9.948166,0.06034851,-0.019805908,0.007980347,52.5001525,-49.64981,-263.0249,9.98631444249097,0.06401486225217526,272.7721022857994
11:05:08:81,0.87893677,0.23045349,9.703964,0.06993103,-0.022994995,0.0026550293,51.750183,-50.39978,-263.5498,9.74641246664675,0.07366252732899398,273.2704088345862
11:05:08:82,0.8190918,0.23764038,9.61058,0.052886963,-0.028320312,-0.0005493164,52.0500185,-51.0749815,-263.475035,9.64834868065172,0.05999477206930636,273.3815854392672
11:05:08:83,0.7975464,0.21369934,9.672836,0.022003174,-0.030456543,0.0005187988,52.349854,-51.750183,-263.40027,9.70801235840609,0.03757671925248406,273.49276204394823
11:05:08:84,0.87176514,0.21847534,9.799728,-0.0014343262,-0.02619934,0.009048462,52.424622,-50.925445499999995,-263.10043499999995,9.840852341514497,0.02775495221846095,273.0644119760938
11:05:08:85,0.8885193,0.1897583,9.940979,-0.004638672,-0.028320312,0.005844116,52.49939,-50.100708,-262.8006,9.982411444001514,0.029286704176509585,272.6360619082394
11:05:08:86,0.85739136,0.18736267,10.036758,0.0006866455,-0.03152466,0.005844116,51.374817,-49.500274,-263.55057,10.075055129619699,0.03206913410087223,273.03951501786946
11:05:08:87,0.7328949,0.13468933,9.979294,0.026260376,-0.027267456,0.0026550293,50.250244,-48.89984,-264.30054,10.007076740412149,0.03794958082716027,273.44296812749957
11:05:08:88,0.7328949,0.13708496,9.897888,0.02519226,-0.003829956,0.010101318,50.775147000000004,-49.349975,-264.375305,9.92593139615866,0.02741085829022251,273.69373089592693
11:05:08:89,0.7688141,0.19213867,9.742264,0.0124053955,0.02281189,0.020767212,51.30005,-49.80011,-264.45007,9.774441172494937,0.03324986100928039,273.94449366435435
11:05:08:90,0.8119049,0.21369934,9.644104,-0.014221191,0.04411316,0.020767212,51.6746525,-48.899841499999994,-263.1752,9.680578440226412,0.05078868233078138,272.6233312439376
11:05:08:91,0.8478241,0.23524475,9.749451,-0.027008057,0.04624939,0.019699097,52.049255,-47.999573,-261.90033,9.789072509607045,0.057065713356644884,271.30216882352096
11:05:08:92,0.8214874,0.2807312,9.878738,-0.039794922,0.03878784,0.0069122314,52.4246215,-49.124908500000004,-262.42523,9.916809770670012,0.0559992079567098,272.08394026206196
11:05:08:93,0.7688141,0.24241638,10.017593,-0.03126526,0.030258179,0.005844116,52.799988,-50.250244,-262.95013,10.049975638542618,0.043900200125797796,272.86571170060296
11:05:08:94,0.7328949,0.17538452,9.94577,0.014541626,0.0057678223,0.010101318,52.574921,-49.5002745,-262.27493000000004,9.974278698592778,0.018621581193480247,272.0347715700723
11:05:08:95,0.67303467,0.15383911,9.861969,0.035842896,-0.017669678,0.017562866,52.349854,-48.750305,-261.59973,9.886105132748114,0.043650715646189074,271.20383143954155
11:05:08:96,0.6921997,0.18257141,9.754242,0.037979126,-0.042175293,0.020767212,52.950287,-48.899840999999995,-262.124635,9.780475946445216,0.06043547340438949,271.8537981460497
11:05:08:97,0.7759857,0.17778015,9.732681,0.026260376,-0.034713745,0.027145386,53.55072,-49.049377,-262.64954,9.76518504873817,0.05129837639414523,272.5037648525578
11:05:08:98,0.859787,0.18257141,9.62735,0.018798828,-0.017669678,0.027145386,52.125550000000004,-49.3499755,-262.950135,9.667390238715845,0.03744977217402349,272.5756284100645
11:05:08:99,0.9531555,0.19692993,9.648895,-0.0067596436,0.039855957,0.017562866,50.70038,-49.650574,-263.25073,9.69785860515274,0.04407543932984476,272.6474919675711
11:05:09:00,0.9172516,0.2232666,9.617767,-0.03340149,0.05795288,0.0037231445,51.450348500000004,-49.124908500000004,-263.400265,9.66398678282763,0.06699296708970562,272.8386321639322
11:05:09:01,0.79992676,0.1945343,9.680023,-0.05256653,0.04624939,-0.0048065186,52.200317,-48.599243,-263.5498,9.714966376461094,0.07018082909645017,273.02977236029324
11:05:09:02,0.65867615,0.10116577,9.876343,-0.057891846,0.024932861,-0.0037384033,52.349853499999995,-49.124908500000004,-263.1752,9.898799919043093,0.06314340068579208,272.79173748775275
11:05:09:03,0.59402466,0.07243347,10.029572,-0.036590576,0.0025634766,0.007980347,52.49939,-49.650574,-262.8006,10.047408939992856,0.03753834842572236,272.5537026152123
11:05:09:04,0.6347351,0.041305542,10.098999,-0.012084961,-0.029388428,0.0154418945,50.999449999999996,-50.025177,-262.274935,10.119010603659476,0.035329563943414806,271.83405294202817
11:05:09:05,0.7113495,0.09158325,10.051117,0.0124053955,-0.04536438,0.021820068,49.49951,-50.39978,-261.74927,10.076673982546016,0.05184531008510263,271.11440326884406
11:05:09:06,0.780777,0.12031555,9.979294,0.02519226,-0.040039062,0.025024414,49.49951,-50.39978,-261.74927,10.010514337122583,0.053516331580096554,271.11440326884406
11:05:09:07,0.859787,0.15144348,9.888306,0.022003174,-0.03152466,0.025024414,49.49951,-50.39978,-261.74927,9.926770087124991,0.04587117995248511,271.11440326884406
11:05:09:08,0.87416077,0.13468933,9.890701,0.009216309,-0.020874023,0.018630981,50.7743825,-49.7245785,-262.199405,9.930169411385883,0.029458082775536684,271.66354534436334
11:05:09:09,0.8669739,0.13468933,9.857193,-0.0110321045,-0.0016937256,0.013305664,52.049255,-49.049377,-262.64954,9.89616283203475,0.017367116357873337,272.2126874198827
11:05:09:10,0.8262634,0.12750244,9.809296,-0.027008057,0.016418457,0.011169434,51.899719000000005,-49.7245785,-263.09967,9.844859374008424,0.03352248691634399,272.7415481272344
11:05:09:11,0.8669739,0.15623474,9.914642,-0.044052124,0.028137207,0.011169434,51.750183,-50.39978,-263.5498,9.953701774989447,0.053451363897964115,273.2704088345862
11:05:09:12,0.84303284,0.19932556,9.996048,-0.046173096,0.035583496,0.010101318,52.349853499999995,-50.39978,-263.400265,10.03351437266583,0.05916229041496243,273.24114934778277
11:05:09:13,0.8262634,0.18017578,9.991257,-0.030197144,0.03665161,0.007980347,52.949524,-50.39978,-263.25073,10.026983143394984,0.04815489548933986,273.2118898609793
11:05:09:14,0.81669617,0.15144348,9.931412,-0.012084961,0.019607544,0.0069122314,52.874756,-49.199676499999995,-263.10042999999996,9.966086096129773,0.024047474025572894,272.8360522929954
11:05:09:15,0.8669739,0.20651245,9.818878,-0.0025024414,-0.013412476,0.005844116,52.799988,-47.999573,-262.95013,9.85924217747846,0.014842857448364381,272.4602147250115
11:05:09:16,0.82865906,0.24003601,9.773392,-0.0025024414,-0.019805908,0.0005187988,53.025054999999995,-49.575042999999994,-263.10042999999996,9.811395635152055,0.01997011158856603,272.93498777896247
11:05:09:17,0.8262634,0.21847534,9.720718,-0.0035705566,-0.010223389,0.0015869141,53.250122,-51.150513,-263.25073,9.758217107437796,0.010944626692578572,273.40976083291343
11:05:09:18,0.87654114,0.20172119,9.730301,-0.012084961,-0.018737793,-0.0037384033,52.349853499999995,-50.4005435,-262.125395,9.771784553458417,0.02260811420963325,272.01311244171575
11:05:09:19,0.9028778,0.2232666,9.919434,-0.024871826,-0.04750061,-0.014389038,51.449585,-49.650574,-261.00006,9.962941692932084,0.055515404110137036,270.616464050518
11:05:09:20,0.90527344,0.24720764,10.063095,-0.022750854,-0.048568726,-0.026107788,51.8997195,-49.725342,-261.67526,10.106755789939164,0.05965013912176011,271.3673386958941
11:05:09:21,0.859787,0.18257141,10.079849,-0.00036621094,-0.0059509277,-0.033569336,52.349854,-49.80011,-262.35046,10.118098727919163,0.03409469123520697,272.1182133412701
11:05:09:22,0.85739136,0.17538452,9.936203,0.019866943,0.018539429,-0.03996277,52.950287,-49.80011,-262.35046,9.974668402070682,0.048326274819027695,272.23499883839554
11:05:09:23,0.780777,0.18496704,9.806915,0.016677856,-0.00062561035,-0.043151855,53.55072,-49.80011,-262.35046,9.839685327633214,0.04626688728462061,272.3517843355209
11:05:09:24,0.70895386,0.15144348,9.799728,-0.0025024414,-0.025131226,-0.04208374,52.6504515,-49.575042999999994,-262.800595,9.826505969938014,0.04908036171027176,272.5709511116853
11:05:09:25,0.7137451,0.15144348,9.806915,-0.023803711,-0.032592773,-0.041030884,51.750183,-49.349976,-263.25073,9.834019982318193,0.0575537918040376,272.7901178878497
11:05:09:26,0.725708,0.14186096,9.981689,-0.025939941,-0.02406311,-0.033569336,51.599884,-48.9746095,-263.025665,10.009040509757023,0.048773088085915545,272.47692913353285
11:05:09:27,0.70895386,0.15383911,10.017593,-0.018478394,-0.025131226,-0.03463745,51.449585,-48.599243,-262.8006,10.043826539771755,0.046613115188590556,272.16374037921594
11:05:09:28,0.6778259,0.12031555,9.974503,-0.0014343262,-0.028320312,-0.03463745,51.599884,-49.3499755,-262.8006,9.998231537591616,0.04476438658049332,272.3282625666125
11:05:09:29,0.586853,0.09397888,9.929016,0.009216309,-0.038986206,-0.029312134,51.750183,-50.100708,-262.8006,9.946787783086108,0.049639357464534864,272.4927847540091
11:05:09:30,0.562912,0.10116577,9.850006,0.0124053955,-0.046432495,-0.019714355,51.84987366666667,-50.150553333333335,-262.65055333333333,9.866596304339186,0.051947340860745414,272.3762898944533
11:05:09:31,0.67303467,0.10595703,9.802124,0.002822876,-0.05496216,-0.011199951,51.949564333333335,-50.200398666666665,-262.50050666666664,9.825774141033591,0.05616267945156621,272.25979503489754
11:05:09:32,0.6754303,0.15383911,9.730301,-0.015289307,-0.05496216,-0.0037384033,52.049255,-50.250244,-262.35046,9.754928503711582,0.057171475401980844,272.1433001753417
11:05:09:33,0.6898041,0.12510681,9.759018,-0.03340149,-0.042175293,0.0026550293,52.799988,-50.549316,-263.40027,9.784166481341636,0.0538652397603483,273.354667633353
11:05:09:34,0.7831726,0.16342163,9.816483,-0.048309326,-0.032592773,0.005844116,52.4246215,-50.39978,-263.1752,9.849030634525999,0.0585681954837714,273.03805289949327
11:05:09:35,0.84542847,0.13708496,9.907471,-0.057891846,-0.025131226,0.004776001,52.049255,-50.250244,-262.95013,9.944421712698317,0.06329182047549899,272.7214381656335
11:05:09:36,0.8310547,0.21847534,9.921829,-0.05256653,-0.011276245,0.005844116,51.524352500000006,-50.7003785,-262.875365,9.958969529716477,0.054079085322908164,272.6338586232501
11:05:09:37,0.82865906,0.20172119,9.917038,-0.03552246,-0.022994995,0.007980347,50.99945,-51.150513,-262.8006,9.953643050142952,0.0430615942313105,272.54627908086667
11:05:09:38,0.7831726,0.19932556,9.929016,-0.018478394,-0.06561279,0.004776001,51.3748165,-50.0251765,-262.274935,9.96184966401903,0.06833227233127358,271.903110544349
11:05:09:39,0.7640228,0.19692993,9.816483,-0.008895874,-0.09223938,-0.0005493164,51.750183,-48.89984,-261.74927,9.848139455020863,0.09266898912535727,271.2599420078313
11:05:09:40,0.7137451,0.15144348,9.658463,-0.009963989,-0.09223938,0.0015869141,51.300049,-48.9746085,-262.57477,9.685983415109563,0.09278956081336574,271.9854416272722
