,32:cd:a7:a0:6d:d8,84:b2:61:56:8a:01,84:b2:61:56:8a:02,84:b2:61:56:8a:00,84:b2:61:6d:3d:22,84:b2:61:6d:3d:21,84:b2:61:6d:3d:20,84:b2:61:5e:44:22,84:b2:61:5e:44:21,84:b2:61:5e:44:20,84:b2:61:47:dd:42,84:b2:61:47:dd:41,84:b2:61:47:dd:40,84:b2:61:47:e2:c0,84:b2:61:56:8a:0f,84:b2:61:56:8a:0e,84:b2:61:56:8a:0d,84:b2:61:5e:44:2f,84:b2:61:5e:44:2d,84:b2:61:6d:3d:2e,84:b2:61:5e:44:2e,84:b2:61:6d:3d:2d,84:b2:61:6d:3d:2f,84:b2:61:47:dd:4e,84:b2:61:47:dd:4f,84:b2:61:47:dd:4d,84:b2:61:47:e2:c2,84:b2:61:47:e2:c1,84:b2:61:6d:5d:70,84:b2:61:6d:5d:72,84:b2:61:6d:5d:71,84:b2:61:47:e2:ce,84:b2:61:47:e2:cd,84:b2:61:6d:52:a1,84:b2:61:6d:52:a0,84:b2:61:6d:52:a2,84:b2:61:6d:52:af,84:b2:61:40:75:f1,84:b2:61:40:75:f2,84:b2:61:40:75:f0,c4:71:54:39:70:e4,lat,long
18:26:28:00,-55.0,-62.0,-62.0,-62.0,-75.0,-75.0,-75.0,-82.0,-82.0,-81.0,-93.0,-94.0,-97.0,-93.0,-60.0,-60.0,-61.0,-78.0,-76.0,-70.0,-76.0,-71.0,-70.0,-94.0,,,-93.0,-92.0,,,,,,,,,,,,,,44.43490552411634,26.0476833657506
18:26:29:00,-54.0,-64.0,-64.0,-64.0,-78.0,-78.0,-78.0,-84.0,-85.0,-85.0,-97.0,-97.0,-98.0,-96.0,-60.0,-61.0,-61.0,-75.0,-75.0,-69.0,-75.0,-69.0,-68.0,-91.0,-90.0,-91.0,-97.0,-97.0,,,,,,,,,,,,,,44.43489613120178,26.0476833657506
18:26:30:00,-58.0,-58.0,-58.0,-58.0,-71.0,-71.0,-71.0,-76.0,-76.0,-76.0,-97.0,-96.0,-95.0,-92.0,-60.0,-61.0,-60.0,-74.0,-74.0,-70.0,-76.0,-69.0,-69.0,-91.0,-93.0,-92.0,-93.0,-96.0,,,,,,,,,,,,,,44.43488578900332,26.0476833657506
18:26:31:01,-60.0,-69.0,-71.0,-65.0,-82.0,-83.0,-83.0,-79.0,-79.0,-79.0,-90.0,-89.0,-89.0,-94.0,-62.0,-62.0,-62.0,-74.0,-71.0,-68.0,-74.0,-68.0,-69.0,-94.0,-94.0,,-95.0,-94.0,,,,,,,,,,,,,,44.43487544680485,26.0476833657506
18:26:32:00,-55.0,-61.0,-61.0,-59.0,-63.0,-64.0,-64.0,-81.0,-81.0,-80.0,-90.0,-90.0,-93.0,-91.0,-55.0,-56.0,-55.0,-71.0,-71.0,-67.0,-73.0,-67.0,-67.0,,,,-91.0,-90.0,,,,,,,,,,,,,,44.43487454748277,26.047692085170265
18:26:33:00,-58.0,-62.0,-62.0,-62.0,-67.0,-68.0,-68.0,-80.0,-80.0,-80.0,-88.0,-88.0,-88.0,-97.0,-57.0,-58.0,-57.0,-75.0,-74.0,-63.0,-74.0,-63.0,-63.0,-91.0,-92.0,-90.0,-95.0,-93.0,-97.0,-97.0,-97.0,,,,,,,,,,,44.43488054295993,26.047695960467895
18:26:34:00,-56.0,-66.0,-66.0,-66.0,-61.0,-61.0,-61.0,-76.0,-78.0,-78.0,-90.0,-92.0,-91.0,-92.0,-53.0,-53.0,-53.0,-76.0,-76.0,-60.0,-76.0,-60.0,-59.0,-89.0,-88.0,-88.0,-92.0,-92.0,,,,,,,,,,,,,,44.43489140976266,26.047695960467895
18:26:35:00,-58.0,-59.0,-59.0,-56.0,-74.0,-74.0,-75.0,-82.0,-83.0,-83.0,-91.0,-90.0,-90.0,-87.0,-50.0,-50.0,-52.0,-75.0,-78.0,-62.0,-71.0,-63.0,-62.0,-89.0,-89.0,-88.0,-87.0,-87.0,,-99.0,-97.0,,,,,,,,,,,44.434901527130734,26.047695960467895
18:26:36:00,-59.0,-47.0,-47.0,-47.0,-64.0,-64.0,-64.0,-76.0,-76.0,-76.0,-88.0,-90.0,,,-44.0,-45.0,-45.0,-67.0,-67.0,-62.0,-67.0,-62.0,-62.0,-88.0,-87.0,-87.0,,,,,,,,,,,,,,,,44.43491351808549,26.047695960467895
18:26:37:00,-59.0,-43.0,-43.0,-43.0,-65.0,-65.0,-65.0,-62.0,-63.0,-62.0,-88.0,-89.0,-88.0,-88.0,-44.0,-45.0,-45.0,-64.0,-64.0,-61.0,-64.0,-60.0,-60.0,-85.0,-84.0,-84.0,,-85.0,,,,,,,,,,,,,,44.43492401017089,26.047695960467895
18:26:38:00,-79.0,-62.0,-62.0,-62.0,-85.0,-85.0,-85.0,-69.0,-69.0,-68.0,-97.0,-98.0,-99.0,-97.0,-60.0,-60.0,-59.0,-66.0,-66.0,-79.0,-66.0,-79.0,-78.0,-93.0,-90.0,-93.0,-99.0,-98.0,,,,,,,,,,,,,,44.43493300338694,26.047695960467895
18:26:39:00,-78.0,-68.0,-68.0,-68.0,-97.0,-98.0,-96.0,-80.0,-81.0,-80.0,-98.0,-98.0,-97.0,-98.0,-62.0,-63.0,-63.0,-59.0,-59.0,-86.0,-59.0,-86.0,-86.0,-94.0,-95.0,,,-98.0,,,,,,,,,,,,,,44.43493300338605,26.047712153692043
18:26:40:00,-80.0,-63.0,-67.0,-63.0,-94.0,-94.0,-95.0,-76.0,-76.0,-76.0,-99.0,-99.0,-99.0,,-60.0,-61.0,-60.0,-61.0,-61.0,-86.0,-61.0,-86.0,-86.0,-92.0,-92.0,-91.0,,,,,,,,,,,,,,,,44.43493300338512,26.04772902163386
18:26:41:00,-82.0,-70.0,-71.0,-70.0,-97.0,-95.0,-95.0,-63.0,-64.0,-63.0,-99.0,-97.0,-98.0,,-62.0,-62.0,-62.0,-57.0,-57.0,-90.0,-57.0,-89.0,-89.0,-91.0,-90.0,-90.0,,,,,,,,,,,,,,,,44.43493300338426,26.047744765046225
18:26:42:00,-82.0,-79.0,-79.0,-79.0,-98.0,-98.0,-97.0,-76.0,-76.0,-76.0,-98.0,-97.0,-97.0,,-72.0,-74.0,-72.0,-55.0,-56.0,-94.0,-56.0,-90.0,-91.0,-91.0,-90.0,-89.0,,,,,,,,,,,,,,,,44.43493300338348,26.047758934117354
18:26:43:00,-85.0,-78.0,-78.0,-79.0,-97.0,-98.0,-98.0,-64.0,-64.0,-64.0,-96.0,-96.0,-97.0,,-70.0,-70.0,-70.0,-53.0,-54.0,,-55.0,,,-87.0,-87.0,-89.0,,,,,,,,,,,,,,,,44.43493300338271,26.047772788320234
18:26:44:00,-85.0,-88.0,-88.0,-87.0,-97.0,-98.0,-95.0,-54.0,-54.0,-54.0,-94.0,,-94.0,,-69.0,-68.0,-69.0,-47.0,-48.0,,-48.0,-94.0,-94.0,-84.0,-84.0,-84.0,,,,,,,,,,,,,,,,44.434933003382,26.047785697918375
18:26:45:00,-91.0,-86.0,-87.0,-86.0,,-98.0,-98.0,-58.0,-57.0,-58.0,-94.0,-92.0,-94.0,,-78.0,-78.0,-78.0,-52.0,-52.0,,-53.0,,,-85.0,-84.0,-85.0,,,,,,,,-99.0,,,,,,,,44.43493300338114,26.047801441330737
18:26:46:00,-92.0,-87.0,-87.0,-84.0,-98.0,-99.0,-98.0,-58.0,-58.0,-58.0,-89.0,-89.0,-88.0,,-70.0,-70.0,-70.0,-46.0,-46.0,,-46.0,,,-84.0,-83.0,-84.0,,,,,,,,-94.0,-95.0,-97.0,,,,,,44.43493300338027,26.0478171847431
18:26:47:00,-86.0,-75.0,-75.0,-75.0,-90.0,-90.0,-90.0,-53.0,-53.0,-53.0,-78.0,-78.0,-75.0,,-73.0,-74.0,-74.0,-48.0,-47.0,-90.0,-47.0,-90.0,-90.0,-63.0,-62.0,-63.0,,,,,,,,-96.0,-95.0,-95.0,,,,,,44.43493300337953,26.04783072407773
18:26:48:00,-74.0,-64.0,-66.0,-66.0,,-87.0,-88.0,-49.0,-49.0,-49.0,-70.0,-70.0,-70.0,,-66.0,-66.0,-66.0,-48.0,-48.0,-82.0,,-82.0,-82.0,-59.0,-59.0,-59.0,,,,,,,,-86.0,-84.0,-85.0,-94.0,-99.0,-99.0,-99.0,,44.4349330033787,26.047845522885353
18:26:49:00,-68.0,-63.0,-62.0,-63.0,-95.0,-96.0,-96.0,-52.0,-52.0,-50.0,-67.0,-67.0,-66.0,,-67.0,-71.0,-69.0,-50.0,-50.0,-88.0,-50.0,-87.0,-87.0,-53.0,-53.0,-53.0,,,,,,,,-88.0,-90.0,-89.0,,,,,,44.43493300337793,26.047859691956482
18:26:50:00,-67.0,-81.0,-78.0,-80.0,,,,-49.0,-49.0,-49.0,-63.0,-63.0,-63.0,,-67.0,-67.0,-67.0,-42.0,-41.0,-94.0,-41.0,-92.0,-91.0,-65.0,-65.0,-64.0,,,,,,,,,-86.0,,,,,,,44.434933003377104,26.047874576637263
18:26:51:00,-78.0,-66.0,-66.0,-66.0,-97.0,-96.0,-95.0,-53.0,-53.0,-53.0,-83.0,-82.0,-83.0,,-68.0,-68.0,-69.0,-54.0,-53.0,-91.0,-54.0,-91.0,-90.0,-78.0,-79.0,-80.0,,,,,,,,-87.0,-88.0,-88.0,,,,,,44.434933565452546,26.047884881416262
18:26:55:00,-78.0,-66.0,-66.0,-66.0,-97.0,-96.0,-95.0,-53.0,-53.0,-53.0,-83.0,-82.0,-83.0,,-68.0,-68.0,-69.0,-54.0,-53.0,-91.0,-54.0,-91.0,-90.0,-78.0,-79.0,-80.0,,,,,,,,-87.0,-88.0,-88.0,,,,,,44.43493749998392,26.047896756448218
18:26:56:00,-75.0,-75.0,-78.0,-78.0,-94.0,-94.0,-89.0,-55.0,-55.0,-55.0,-80.0,-79.0,-79.0,,-69.0,-69.0,-69.0,-46.0,-48.0,-89.0,-47.0,-89.0,-89.0,-75.0,-74.0,-74.0,,,,,,,,-91.0,-88.0,-89.0,,,,,,44.43493749998375,26.047902056049256
18:26:58:00,-82.0,-74.0,-71.0,-75.0,,,,-62.0,-61.0,-61.0,-84.0,-84.0,-84.0,,-64.0,-61.0,-62.0,-50.0,-53.0,-92.0,-55.0,-91.0,-90.0,-83.0,-83.0,-84.0,,,,,,,,,,,,,,,,44.434930852824,26.047903773512555
18:26:59:00,-80.0,-72.0,-74.0,-74.0,-95.0,-95.0,-95.0,-65.0,-65.0,-65.0,-85.0,-86.0,-87.0,,-75.0,-75.0,-76.0,-53.0,-54.0,,-54.0,,-93.0,-82.0,-82.0,-81.0,,,,,,,,-95.0,-93.0,-94.0,,,,,,44.434924010159605,26.047903773512555
18:27:00:01,-85.0,-86.0,-86.0,-84.0,-94.0,-95.0,-95.0,-64.0,-63.0,-66.0,-80.0,-79.0,-78.0,,-79.0,-78.0,-79.0,-67.0,-67.0,,-63.0,,-95.0,-86.0,-89.0,-90.0,,,,,,,,-99.0,-97.0,-99.0,,,,,,44.43491452640449,26.047903773512555
18:27:01:00,-82.0,-82.0,-82.0,-82.0,-94.0,-93.0,-93.0,-63.0,-63.0,-63.0,-74.0,-75.0,-75.0,,-81.0,-81.0,-81.0,-60.0,-59.0,-91.0,-60.0,-92.0,-91.0,-80.0,-79.0,-79.0,,,,,,,,-97.0,-94.0,-96.0,,,,,,44.43490489957547,26.047903773512555
18:27:02:00,-91.0,-84.0,-84.0,-84.0,-96.0,-98.0,-98.0,-71.0,-71.0,-71.0,-76.0,-76.0,-76.0,,-81.0,-80.0,-79.0,-66.0,-67.0,-91.0,-67.0,-90.0,-90.0,-82.0,-82.0,-82.0,,,,,,,,-97.0,-98.0,-98.0,,,,,,44.434894532395845,26.047903773512555
18:27:03:00,-87.0,-78.0,-78.0,-75.0,-95.0,-96.0,-95.0,-68.0,-68.0,-68.0,-82.0,-83.0,-83.0,,-80.0,-80.0,-80.0,-66.0,-66.0,,-66.0,,-94.0,-84.0,-83.0,-84.0,,,,,,,,-97.0,,-96.0,,,,,,44.43488264136572,26.047903773512555
18:27:04:00,-92.0,,,,-98.0,-94.0,-97.0,-68.0,-69.0,-69.0,,,,,-85.0,-84.0,-86.0,-62.0,-61.0,,-62.0,,,-84.0,-84.0,-84.0,,,,,,,,-99.0,-98.0,,,,,,,44.43487454747118,26.047905347852215
18:27:05:00,-80.0,-78.0,-78.0,-78.0,-95.0,-95.0,-93.0,-69.0,-70.0,-70.0,-89.0,-88.0,-89.0,,-82.0,-81.0,-81.0,-65.0,-66.0,,-66.0,-94.0,-93.0,-84.0,,-84.0,,,,,,,,-97.0,-96.0,-96.0,,,,,,44.43487454747031,26.04792109124883
18:27:06:00,-87.0,-83.0,-82.0,-84.0,-96.0,-96.0,-96.0,-69.0,-69.0,-70.0,-87.0,-87.0,-85.0,,-75.0,-76.0,-75.0,-65.0,-65.0,,-65.0,,,-84.0,-83.0,-84.0,,,,,,,,,,,,,,,,44.43487954370063,26.0479359600123
18:27:07:00,-88.0,-80.0,-80.0,-80.0,,,,-65.0,-65.0,-65.0,-89.0,-88.0,-88.0,,-81.0,-81.0,-80.0,-58.0,-58.0,,-58.0,,-93.0,-82.0,-82.0,-82.0,,,,,,,,,,,,,,,,44.434889536162615,26.04794155766443
18:27:08:00,-85.0,-89.0,-88.0,-88.0,-94.0,-92.0,-94.0,-64.0,-64.0,-64.0,-91.0,-82.0,-84.0,,-78.0,-76.0,-78.0,-61.0,-61.0,,-61.0,,,-85.0,-83.0,-83.0,,,,,,,,-98.0,-98.0,-98.0,,,,,,44.434899528624904,26.04794155766443
18:27:09:00,-82.0,-71.0,-73.0,-71.0,-94.0,-93.0,-93.0,-64.0,-63.0,-64.0,-76.0,-76.0,-76.0,,-74.0,-74.0,-71.0,-59.0,-61.0,-91.0,-60.0,-93.0,-92.0,-82.0,-82.0,-81.0,,,,,,,,-97.0,,,,,,,,44.43491052033342,26.04794155766443
18:27:10:00,-75.0,-71.0,-71.0,-74.0,,,,-65.0,-65.0,-66.0,-78.0,-78.0,-78.0,,-67.0,-67.0,-67.0,-56.0,-58.0,-93.0,-57.0,-92.0,-91.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,44.4349205127957,26.04794155766443
18:27:11:00,-75.0,-71.0,-71.0,-74.0,,,,-65.0,-65.0,-66.0,-78.0,-78.0,-78.0,,-67.0,-67.0,-67.0,-56.0,-58.0,-93.0,-57.0,-92.0,-91.0,-83.0,-82.0,-82.0,,,,,,,,,,,,,,,,44.43493030540874,26.04794155766443
18:27:12:00,-86.0,-87.0,-86.0,-86.0,-97.0,-97.0,-99.0,-65.0,-65.0,-66.0,-91.0,-94.0,-92.0,,-64.0,-66.0,-66.0,-48.0,-48.0,-89.0,-49.0,-90.0,-90.0,-80.0,-78.0,-80.0,,,,,,,,,,,,,,,,44.43493749998153,26.04793945854262
18:27:13:00,-79.0,-69.0,-68.0,-68.0,-96.0,-98.0,-96.0,-60.0,-60.0,-60.0,-80.0,-80.0,-81.0,,-63.0,-63.0,-63.0,-49.0,-49.0,-93.0,-50.0,-91.0,-90.0,-79.0,-78.0,-79.0,,,,,,,,-94.0,-94.0,-95.0,,,,,,44.434937499981,26.047927703460484
18:27:14:00,-70.0,-64.0,-64.0,-64.0,-92.0,-94.0,-94.0,-55.0,-54.0,-54.0,-79.0,-79.0,-76.0,,-65.0,-65.0,-65.0,-50.0,-52.0,-87.0,-47.0,-87.0,-87.0,-70.0,-67.0,-68.0,,,,,,,,-90.0,-89.0,-87.0,,,,,,44.4349374999802,26.047913219519994
18:27:16:00,-70.0,-64.0,-64.0,-64.0,-92.0,-94.0,-94.0,-55.0,-54.0,-54.0,-79.0,-79.0,-76.0,,-65.0,-65.0,-65.0,-50.0,-52.0,-87.0,-47.0,-87.0,-87.0,-70.0,-67.0,-68.0,,,,,,,,-90.0,-89.0,-87.0,,,,,,44.434937499979675,26.04789747610642
18:27:19:00,-69.0,-61.0,-62.0,-61.0,-86.0,-90.0,-85.0,-57.0,-58.0,-57.0,-76.0,-76.0,-78.0,,-64.0,-64.0,-64.0,-43.0,-43.0,-87.0,-43.0,-87.0,-86.0,-76.0,-76.0,-78.0,,,,,,,,-91.0,-89.0,-90.0,,,,,,44.43493749997914,26.047887787851913
18:27:20:00,-70.0,-59.0,-59.0,-59.0,-90.0,-93.0,-92.0,-50.0,-49.0,-49.0,-65.0,-65.0,-65.0,,-62.0,-62.0,-62.0,-49.0,-49.0,-85.0,-49.0,-86.0,-85.0,-63.0,-63.0,-63.0,,,,,,,,-96.0,-97.0,-94.0,,,,,,44.43493806205498,26.047884881375563
18:27:21:00,-68.0,-60.0,-60.0,-60.0,-97.0,-98.0,-99.0,-46.0,-46.0,-46.0,-62.0,-62.0,-61.0,-97.0,-61.0,,-61.0,-45.0,-45.0,,-46.0,-84.0,-84.0,-61.0,-60.0,-61.0,-98.0,-99.0,,,,,,-101.0,,,,,,,,44.43494199658677,26.04788068313162
18:27:22:00,-69.0,-63.0,-63.0,-61.0,-88.0,-85.0,-84.0,-46.0,-46.0,-46.0,-64.0,-64.0,-64.0,-99.0,-64.0,-64.0,-64.0,-46.0,-46.0,-84.0,-47.0,-84.0,-84.0,-66.0,-66.0,-67.0,-99.0,-98.0,,,,,,-87.0,-87.0,-87.0,,,,,,44.434941996586005,26.04786668898514
18:27:23:00,-69.0,-54.0,-54.0,-54.0,-90.0,-87.0,-88.0,-56.0,-56.0,-55.0,-82.0,-82.0,-82.0,,-57.0,-58.0,-57.0,-46.0,-47.0,-86.0,-48.0,-86.0,-86.0,-79.0,-78.0,-78.0,,,,,,,,-96.0,-93.0,-96.0,,,,,,44.43494199658524,26.04785269483866
18:27:24:00,-63.0,-57.0,-57.0,-57.0,-86.0,-85.0,-85.0,-54.0,-54.0,-54.0,-83.0,-83.0,-83.0,,-63.0,-63.0,-62.0,-53.0,-53.0,-85.0,-54.0,-84.0,-84.0,-80.0,-81.0,-81.0,,,,,,,,-96.0,-97.0,-96.0,,,,,,44.43494199658446,26.047838700692182
18:27:25:00,-74.0,-54.0,-54.0,-54.0,-92.0,-92.0,-89.0,-67.0,-67.0,-67.0,-88.0,-89.0,-89.0,-102.0,-58.0,-59.0,-59.0,-54.0,-54.0,-88.0,-53.0,-89.0,-88.0,-84.0,-84.0,-84.0,-98.0,-96.0,,,,,,-97.0,-95.0,-98.0,,,,,,44.43494199658362,26.047823482057886
18:27:26:00,-74.0,-54.0,-54.0,-54.0,-92.0,-92.0,-89.0,-67.0,-67.0,-67.0,-88.0,-89.0,-89.0,-102.0,-58.0,-59.0,-59.0,-54.0,-54.0,-88.0,-53.0,-89.0,-88.0,-84.0,-84.0,-84.0,-98.0,-96.0,,,,,,-97.0,-95.0,-98.0,,,,,,44.43494199658276,26.0478077386431
18:27:27:00,-74.0,-54.0,-54.0,-54.0,-92.0,-92.0,-89.0,-67.0,-67.0,-67.0,-88.0,-89.0,-89.0,-102.0,-58.0,-59.0,-59.0,-54.0,-54.0,-88.0,-53.0,-89.0,-88.0,-84.0,-84.0,-84.0,-98.0,-96.0,,,,,,-97.0,-95.0,-98.0,,,,,,44.43494199658192,26.047792520008805
18:27:28:00,-66.0,-54.0,-54.0,-54.0,-86.0,-86.0,-86.0,-63.0,-62.0,-63.0,-94.0,-96.0,-95.0,-94.0,-54.0,-54.0,-54.0,-57.0,-58.0,-82.0,-57.0,-81.0,-81.0,-90.0,-90.0,-89.0,-94.0,-92.0,,,,,,-99.0,,-100.0,,,,,,44.434941996581315,26.047779085628186
18:27:29:00,-68.0,-52.0,-52.0,-52.0,-87.0,-86.0,-87.0,-70.0,-70.0,-70.0,-90.0,-90.0,-90.0,-90.0,-52.0,-52.0,-52.0,-56.0,-56.0,-82.0,-56.0,-82.0,-82.0,-90.0,-90.0,-91.0,-87.0,-89.0,,,,,,-99.0,,-100.0,,,,,,44.43494199658071,26.047764331799474
18:27:30:00,-67.0,-41.0,-41.0,-41.0,-78.0,-78.0,-72.0,-75.0,-75.0,-76.0,-93.0,-92.0,-93.0,-85.0,-50.0,-50.0,-50.0,-57.0,-57.0,-70.0,-58.0,-70.0,-71.0,-90.0,-88.0,-89.0,-86.0,-86.0,,,,,,,,-99.0,,,,,,44.43494199658015,26.047749488008392
18:27:31:00,-61.0,-46.0,-46.0,-45.0,-62.0,-62.0,-62.0,-67.0,-67.0,-66.0,-87.0,-87.0,-86.0,-91.0,-49.0,-49.0,-50.0,-58.0,-58.0,-58.0,-58.0,-59.0,-59.0,-86.0,-86.0,-86.0,-92.0,-92.0,,,,,,,,,,,,,,44.4349419965797,26.047733744593607
18:27:32:00,-61.0,-52.0,-52.0,-52.0,-66.0,-67.0,-66.0,-69.0,-68.0,-69.0,-88.0,-88.0,-90.0,-82.0,-48.0,-48.0,-48.0,-66.0,-66.0,-61.0,-66.0,-61.0,-61.0,-89.0,-88.0,-88.0,-82.0,-82.0,-97.0,-99.0,-97.0,,,,,-99.0,,,,,,44.43494199657886,26.04771835103248
18:27:33:00,-57.0,-44.0,-44.0,-44.0,-68.0,-69.0,-69.0,-67.0,-67.0,-67.0,-90.0,-91.0,-90.0,-89.0,-45.0,-45.0,-44.0,-59.0,-59.0,-63.0,-59.0,-63.0,-62.0,-86.0,-87.0,-86.0,-88.0,-90.0,,,,,,,,,,,,,,44.43494199657806,26.047703832105512
18:27:34:00,-60.0,-40.0,-40.0,-40.0,,,,-70.0,-69.0,-69.0,-93.0,-94.0,-93.0,-90.0,-47.0,-48.0,-48.0,-65.0,-65.0,-56.0,-66.0,-57.0,-56.0,-90.0,-90.0,-91.0,-90.0,-90.0,,,,,,,,,,,,,,44.4349391861976,26.047695960398116
18:27:35:00,-56.0,-43.0,-43.0,-43.0,,,,-66.0,-66.0,-66.0,-94.0,-94.0,-94.0,-89.0,-47.0,-47.0,-46.0,-67.0,-66.0,-70.0,-66.0,-70.0,-69.0,-91.0,-90.0,-91.0,-89.0,-84.0,,,,,,,,,,,,,,44.434937499969216,26.047689178619958
18:27:37:00,-56.0,-56.0,-56.0,-56.0,-92.0,-93.0,-91.0,-83.0,-82.0,-82.0,-93.0,-95.0,-95.0,-87.0,-53.0,-54.0,-53.0,-74.0,-74.0,-80.0,-73.0,-79.0,-79.0,-90.0,-90.0,-89.0,-88.0,-87.0,,,,,,,,,,,,,,44.43493749996873,26.047677488126187
18:27:41:00,-60.0,-59.0,-58.0,-59.0,-76.0,-76.0,-78.0,-75.0,-75.0,-75.0,-94.0,-94.0,-95.0,-94.0,-57.0,-57.0,-57.0,-68.0,-68.0,-76.0,-68.0,-78.0,-78.0,-93.0,-93.0,-91.0,-95.0,-95.0,,,,,,,,,,,,,-101.0,44.43493749996802,26.04766447357097
18:27:42:00,-52.0,-52.0,-52.0,-52.0,-79.0,-79.0,-79.0,-83.0,-82.0,-83.0,-96.0,-96.0,-94.0,-93.0,-55.0,-55.0,-56.0,-66.0,-66.0,-73.0,-66.0,-74.0,-74.0,-90.0,-90.0,-90.0,-93.0,-94.0,,,,,,,,,,,,,,44.43493749996717,26.047649080011027
